ZIP,State,County,Date Sent,Assigned List,Assigned Agency,Report Month,Estimated Population,Estimated Lead Volume
30046,GA,Lawrenceville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,103.0,103.0
30519,GA,Buford Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,288.0,288.0
30017,GA,Grayson Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,115.0,115.0
30230,GA,Hogansville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,54.0,54.0
30084,GA,Tucker Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,119.0,119.0
31061,GA,Milledgeville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,221.0,221.0
30728,GA,La Fayette Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,76.0,76.0
30224,GA,Griffin Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,110.0,110.0
30082,GA,Smyrna Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,121.0,121.0
31820,GA,Midland Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,66.0,66.0
31302,GA,Bloomingdale Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,57.0,57.0
30041,GA,Cumming Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,374.0,374.0
31558,GA,Saint Marys Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,151.0,151.0
30215,GA,Fayetteville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,169.0,169.0
30577,GA,Toccoa Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,121.0,121.0
30011,GA,Auburn Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,173.0,173.0
31707,GA,Albany Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,83.0,83.0
30512,GA,Blairsville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,309.0,309.0
30028,GA,Cumming Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,213.0,213.0
31220,GA,Macon Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,69.0,69.0
31320,GA,Midway Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,90.0,90.0
30168,GA,Austell Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,58.0,58.0
30273,GA,Rex Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,47.0,47.0
30035,GA,Decatur Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,107.0,107.0
31204,GA,Macon Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,174.0,174.0
30060,GA,Marietta Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,113.0,113.0
30814,GA,Harlem Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,41.0,41.0
30339,GA,Atlanta Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,175.0,175.0
30518,GA,Buford Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,294.0,294.0
30314,GA,Atlanta Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,168.0,168.0
30110,GA,Bremen Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,75.0,75.0
30076,GA,Roswell Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,145.0,145.0
30071,GA,Norcross Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,64.0,64.0
30030,GA,Decatur Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,113.0,113.0
30152,GA,Kennesaw Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,132.0,132.0
30506,GA,Gainesville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,323.0,323.0
30312,GA,Atlanta Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,154.0,154.0
31329,GA,Springfield Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,47.0,47.0
48221,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,161.0,161.0
48235,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,153.0,153.0
49442,MI,Muskegon Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,82.0,82.0
48038,MI,Clinton Township Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,61.0,61.0
48706,MI,Bay City Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,97.0,97.0
48910,MI,Lansing Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,75.0,75.0
48228,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,182.0,182.0
49203,MI,Jackson Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,79.0,79.0
48219,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,162.0,162.0
48060,MI,Port Huron Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,67.0,67.0
48035,MI,Clinton Township Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,64.0,64.0
48089,MI,Warren Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,102.0,102.0
48073,MI,Royal Oak Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,86.0,86.0
48183,MI,Trenton Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,52.0,52.0
48312,MI,Sterling Heights Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,57.0,57.0
48198,MI,Ypsilanti Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,44.0,44.0
49503,MI,Grand Rapids Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,64.0,64.0
49022,MI,Benton Harbor Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,48.0,48.0
48093,MI,Warren Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,45.0,45.0
48146,MI,Lincoln Park Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,57.0,57.0
48135,MI,Garden City Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,39.0,39.0
48174,MI,Romulus Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,50.0,50.0
48906,MI,Lansing Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,51.0,51.0
48823,MI,East Lansing Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,79.0,79.0
48446,MI,Lapeer Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,51.0,51.0
48227,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,201.0,201.0
48186,MI,Westland Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,35.0,35.0
48423,MI,Davison Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,71.0,71.0
48336,MI,Farmington Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,50.0,50.0
49017,MI,Battle Creek Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,36.0,36.0
48867,MI,Owosso Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,43.0,43.0
49048,MI,Kalamazoo Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,32.0,32.0
48328,MI,Waterford Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,54.0,54.0
49707,MI,Alpena Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,48.0,48.0
48858,MI,Mount Pleasant Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,77.0,77.0
48192,MI,Wyandotte Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,33.0,33.0
48152,MI,Livonia Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,35.0,35.0
48237,MI,Oak Park Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,33.0,33.0
48313,MI,Sterling Heights Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,29.0,29.0
48101,MI,Allen Park Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,30.0,30.0
48076,MI,Southfield Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,42.0,42.0
48103,MI,Ann Arbor Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,116.0,116.0
49504,MI,Grand Rapids Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,34.0,34.0
48067,MI,Royal Oak Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,86.0,86.0
48329,MI,Waterford Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,32.0,32.0
48340,MI,Pontiac Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,42.0,42.0
48234,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,127.0,127.0
49024,MI,Portage Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,49.0,49.0
48653,MI,Roscommon Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,63.0,63.0
48047,MI,New Baltimore Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,76.0,76.0
49058,MI,Hastings Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,24.0,24.0
49307,MI,Big Rapids Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,45.0,45.0
48116,MI,Brighton Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,55.0,55.0
48154,MI,Livonia Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,28.0,28.0
48111,MI,Belleville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,54.0,54.0
49423,MI,Holland Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,53.0,53.0
48307,MI,Rochester Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,71.0,71.0
48838,MI,Greenville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,32.0,32.0
48842,MI,Holt Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,24.0,24.0
48044,MI,Macomb Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,77.0,77.0
48609,MI,Saginaw Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,22.0,22.0
48162,MI,Monroe Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,27.0,27.0
49441,MI,Muskegon Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,97.0,97.0
48855,MI,Howell Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,36.0,36.0
48108,MI,Ann Arbor Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,43.0,43.0
49068,MI,Marshall Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,40.0,40.0
49004,MI,Kalamazoo Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,24.0,24.0
48532,MI,Flint Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,30.0,30.0
49002,MI,Portage Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,26.0,26.0
49424,MI,Holland Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,71.0,71.0
48625,MI,Harrison Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,94.0,94.0
48170,MI,Plymouth Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,73.0,73.0
48801,MI,Alma Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,36.0,36.0
49660,MI,Manistee Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,47.0,47.0
48341,MI,Pontiac Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,25.0,25.0
49097,MI,Vicksburg Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,27.0,27.0
49341,MI,Rockford Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,63.0,63.0
49512,MI,Grand Rapids Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,38.0,38.0
48442,MI,Holly Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,35.0,35.0
48316,MI,Utica Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,53.0,53.0
48629,MI,Houghton Lake Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,59.0,59.0
48236,MI,Grosse Pointe Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,58.0,58.0
49506,MI,Grand Rapids Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,51.0,51.0
48813,MI,Charlotte Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,23.0,23.0
48176,MI,Saline Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,77.0,77.0
48638,MI,Saginaw Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,17.0,17.0
48238,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,156.0,156.0
48161,MI,Monroe Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,59.0,59.0
49509,MI,Wyoming Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,15.0,15.0
49684,MI,Traverse City Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,102.0,102.0
48768,MI,Vassar Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,13.0,13.0
48315,MI,Utica Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,69.0,69.0
49426,MI,Hudsonville Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,50.0,50.0
49519,MI,Wyoming Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,13.0,13.0
48215,MI,Detroit Zip Market,2026-06-18,List A,SPEED DIALS,2026-06,44.0,44.0
36535,AL,Foley Zip Market,2026-06-18,List B,DEAL RAID,2026-06,324.0,324.0
35040,AL,Calera Zip Market,2026-06-18,List B,DEAL RAID,2026-06,102.0,102.0
36117,AL,Montgomery Zip Market,2026-06-18,List B,DEAL RAID,2026-06,213.0,213.0
35215,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,176.0,176.0
36526,AL,Daphne Zip Market,2026-06-18,List B,DEAL RAID,2026-06,266.0,266.0
35023,AL,Bessemer Zip Market,2026-06-18,List B,DEAL RAID,2026-06,115.0,115.0
36109,AL,Montgomery Zip Market,2026-06-18,List B,DEAL RAID,2026-06,121.0,121.0
35630,AL,Florence Zip Market,2026-06-18,List B,DEAL RAID,2026-06,103.0,103.0
35603,AL,Decatur Zip Market,2026-06-18,List B,DEAL RAID,2026-06,156.0,156.0
35611,AL,Athens Zip Market,2026-06-18,List B,DEAL RAID,2026-06,221.0,221.0
35811,AL,Huntsville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,199.0,199.0
35758,AL,Madison Zip Market,2026-06-18,List B,DEAL RAID,2026-06,189.0,189.0
35120,AL,Odenville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,78.0,78.0
35173,AL,Trussville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,162.0,162.0
35216,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,77.0,77.0
36606,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,86.0,86.0
36609,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,68.0,68.0
35235,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,63.0,63.0
35640,AL,Hartselle Zip Market,2026-06-18,List B,DEAL RAID,2026-06,90.0,90.0
35126,AL,Pinson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,90.0,90.0
36207,AL,Anniston Zip Market,2026-06-18,List B,DEAL RAID,2026-06,65.0,65.0
35759,AL,Meridianville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,149.0,149.0
36532,AL,Fairhope Zip Market,2026-06-18,List B,DEAL RAID,2026-06,274.0,274.0
35043,AL,Chelsea Zip Market,2026-06-18,List B,DEAL RAID,2026-06,88.0,88.0
36360,AL,Ozark Zip Market,2026-06-18,List B,DEAL RAID,2026-06,74.0,74.0
35080,AL,Helena Zip Market,2026-06-18,List B,DEAL RAID,2026-06,71.0,71.0
35211,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,89.0,89.0
35757,AL,Madison Zip Market,2026-06-18,List B,DEAL RAID,2026-06,97.0,97.0
35802,AL,Huntsville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,93.0,93.0
36869,AL,Phenix City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,37.0,37.0
36022,AL,Deatsville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,48.0,48.0
35004,AL,Moody Zip Market,2026-06-18,List B,DEAL RAID,2026-06,47.0,47.0
35633,AL,Florence Zip Market,2026-06-18,List B,DEAL RAID,2026-06,72.0,72.0
35824,AL,Huntsville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,46.0,46.0
36693,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,68.0,68.0
36571,AL,Saraland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,53.0,53.0
35094,AL,Leeds Zip Market,2026-06-18,List B,DEAL RAID,2026-06,66.0,66.0
36619,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,39.0,39.0
35124,AL,Pelham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,90.0,90.0
35904,AL,Gadsden Zip Market,2026-06-18,List B,DEAL RAID,2026-06,50.0,50.0
36618,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,38.0,38.0
36093,AL,Wetumpka Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
35903,AL,Gadsden Zip Market,2026-06-18,List B,DEAL RAID,2026-06,49.0,49.0
35117,AL,Mount Olive Zip Market,2026-06-18,List B,DEAL RAID,2026-06,25.0,25.0
36854,AL,Valley Zip Market,2026-06-18,List B,DEAL RAID,2026-06,70.0,70.0
36576,AL,Silverhill Zip Market,2026-06-18,List B,DEAL RAID,2026-06,27.0,27.0
36106,AL,Montgomery Zip Market,2026-06-18,List B,DEAL RAID,2026-06,81.0,81.0
35068,AL,Fultondale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,22.0,22.0
35950,AL,Albertville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,52.0,52.0
35645,AL,Killen Zip Market,2026-06-18,List B,DEAL RAID,2026-06,79.0,79.0
35010,AL,Alexander City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,122.0,122.0
36544,AL,Irvington Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
35016,AL,Arab Zip Market,2026-06-18,List B,DEAL RAID,2026-06,92.0,92.0
35406,AL,Tuscaloosa Zip Market,2026-06-18,List B,DEAL RAID,2026-06,103.0,103.0
36206,AL,Anniston Zip Market,2026-06-18,List B,DEAL RAID,2026-06,24.0,24.0
35661,AL,Muscle Shoals Zip Market,2026-06-18,List B,DEAL RAID,2026-06,101.0,101.0
35180,AL,Warrior Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
35125,AL,Pell City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,16.0,16.0
35150,AL,Sylacauga Zip Market,2026-06-18,List B,DEAL RAID,2026-06,57.0,57.0
35208,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,88.0,88.0
35091,AL,Kimberly Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
36801,AL,Opelika Zip Market,2026-06-18,List B,DEAL RAID,2026-06,165.0,165.0
36567,AL,Robertsdale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,67.0,67.0
36830,AL,Auburn Zip Market,2026-06-18,List B,DEAL RAID,2026-06,321.0,321.0
35160,AL,Talladega Zip Market,2026-06-18,List B,DEAL RAID,2026-06,76.0,76.0
35750,AL,Hazel Green Zip Market,2026-06-18,List B,DEAL RAID,2026-06,77.0,77.0
35673,AL,Trinity Zip Market,2026-06-18,List B,DEAL RAID,2026-06,18.0,18.0
36507,AL,Bay Minette Zip Market,2026-06-18,List B,DEAL RAID,2026-06,69.0,69.0
35115,AL,Montevallo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
36561,AL,Orange Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,694.0,694.0
36613,AL,Eight Mile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,18.0,18.0
35986,AL,Rainsville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,25.0,25.0
36701,AL,Selma Zip Market,2026-06-18,List B,DEAL RAID,2026-06,60.0,60.0
35620,AL,Elkmont Zip Market,2026-06-18,List B,DEAL RAID,2026-06,27.0,27.0
35672,AL,Town Creek Zip Market,2026-06-18,List B,DEAL RAID,2026-06,13.0,13.0
36350,AL,Midland City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
35760,AL,New Hope Zip Market,2026-06-18,List B,DEAL RAID,2026-06,18.0,18.0
36078,AL,Tallassee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
35243,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,38.0,38.0
35453,AL,Cottondale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,25.0,25.0
36551,AL,Loxley Zip Market,2026-06-18,List B,DEAL RAID,2026-06,65.0,65.0
35058,AL,Cullman Zip Market,2026-06-18,List B,DEAL RAID,2026-06,57.0,57.0
35114,AL,Alabaster Zip Market,2026-06-18,List B,DEAL RAID,2026-06,17.0,17.0
36352,AL,Newton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,24.0,24.0
36502,AL,Atmore Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
35475,AL,Northport Zip Market,2026-06-18,List B,DEAL RAID,2026-06,94.0,94.0
35217,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,43.0,43.0
35654,AL,Russellville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,17.0,17.0
35634,AL,Florence Zip Market,2026-06-18,List B,DEAL RAID,2026-06,43.0,43.0
36603,AL,Mobile Zip Market,2026-06-18,List B,DEAL RAID,2026-06,19.0,19.0
35670,AL,Somerville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,16.0,16.0
36201,AL,Anniston Zip Market,2026-06-18,List B,DEAL RAID,2026-06,38.0,38.0
35213,AL,Birmingham Zip Market,2026-06-18,List B,DEAL RAID,2026-06,19.0,19.0
36027,AL,Eufaula Zip Market,2026-06-18,List B,DEAL RAID,2026-06,83.0,83.0
35951,AL,Albertville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,37.0,37.0
35956,AL,Boaz Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
36274,AL,Roanoke Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
32092,FL,Saint Augustine Zip Market,2026-06-18,List B,DEAL RAID,2026-06,374.0,374.0
32218,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,226.0,226.0
32043,FL,Green Cove Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,244.0,244.0
32162,FL,The Villages Zip Market,2026-06-18,List B,DEAL RAID,2026-06,305.0,305.0
34771,FL,Saint Cloud Zip Market,2026-06-18,List B,DEAL RAID,2026-06,348.0,348.0
34293,FL,Venice Zip Market,2026-06-18,List B,DEAL RAID,2026-06,512.0,512.0
32068,FL,Middleburg Zip Market,2026-06-18,List B,DEAL RAID,2026-06,249.0,249.0
32164,FL,Palm Coast Zip Market,2026-06-18,List B,DEAL RAID,2026-06,436.0,436.0
34476,FL,Ocala Zip Market,2026-06-18,List B,DEAL RAID,2026-06,320.0,320.0
34221,FL,Palmetto Zip Market,2026-06-18,List B,DEAL RAID,2026-06,319.0,319.0
32224,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,150.0,150.0
32097,FL,Yulee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,197.0,197.0
34761,FL,Ocoee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,146.0,146.0
34987,FL,Port Saint Lucie Zip Market,2026-06-18,List B,DEAL RAID,2026-06,440.0,440.0
32095,FL,Saint Augustine Zip Market,2026-06-18,List B,DEAL RAID,2026-06,193.0,193.0
32909,FL,Palm Bay Zip Market,2026-06-18,List B,DEAL RAID,2026-06,369.0,369.0
32174,FL,Ormond Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,413.0,413.0
32210,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,238.0,238.0
32225,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,135.0,135.0
32771,FL,Sanford Zip Market,2026-06-18,List B,DEAL RAID,2026-06,228.0,228.0
34473,FL,Ocala Zip Market,2026-06-18,List B,DEAL RAID,2026-06,530.0,530.0
33543,FL,Wesley Chapel Zip Market,2026-06-18,List B,DEAL RAID,2026-06,263.0,263.0
34714,FL,Clermont Zip Market,2026-06-18,List B,DEAL RAID,2026-06,226.0,226.0
34983,FL,Port Saint Lucie Zip Market,2026-06-18,List B,DEAL RAID,2026-06,231.0,231.0
32439,FL,Freeport Zip Market,2026-06-18,List B,DEAL RAID,2026-06,267.0,267.0
34736,FL,Groveland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,168.0,168.0
32765,FL,Oviedo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,166.0,166.0
34608,FL,Spring Hill Zip Market,2026-06-18,List B,DEAL RAID,2026-06,147.0,147.0
33909,FL,Cape Coral Zip Market,2026-06-18,List B,DEAL RAID,2026-06,465.0,465.0
34606,FL,Spring Hill Zip Market,2026-06-18,List B,DEAL RAID,2026-06,156.0,156.0
34655,FL,New Port Richey Zip Market,2026-06-18,List B,DEAL RAID,2026-06,221.0,221.0
33467,FL,Lake Worth Zip Market,2026-06-18,List B,DEAL RAID,2026-06,440.0,440.0
33436,FL,Boynton Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,276.0,276.0
32081,FL,Ponte Vedra Zip Market,2026-06-18,List B,DEAL RAID,2026-06,252.0,252.0
33407,FL,West Palm Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,160.0,160.0
34759,FL,Kissimmee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,416.0,416.0
32708,FL,Winter Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,135.0,135.0
33446,FL,Delray Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,425.0,425.0
33604,FL,Tampa Zip Market,2026-06-18,List B,DEAL RAID,2026-06,181.0,181.0
32303,FL,Tallahassee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,174.0,174.0
32065,FL,Orange Park Zip Market,2026-06-18,List B,DEAL RAID,2026-06,122.0,122.0
32219,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,145.0,145.0
32725,FL,Deltona Zip Market,2026-06-18,List B,DEAL RAID,2026-06,175.0,175.0
33884,FL,Winter Haven Zip Market,2026-06-18,List B,DEAL RAID,2026-06,296.0,296.0
32825,FL,Orlando Zip Market,2026-06-18,List B,DEAL RAID,2026-06,104.0,104.0
32720,FL,Deland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,132.0,132.0
33573,FL,Sun City Center Zip Market,2026-06-18,List B,DEAL RAID,2026-06,367.0,367.0
32824,FL,Orlando Zip Market,2026-06-18,List B,DEAL RAID,2026-06,160.0,160.0
32570,FL,Milton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,130.0,130.0
33321,FL,Fort Lauderdale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,438.0,438.0
32137,FL,Palm Coast Zip Market,2026-06-18,List B,DEAL RAID,2026-06,656.0,656.0
34711,FL,Clermont Zip Market,2026-06-18,List B,DEAL RAID,2026-06,303.0,303.0
34698,FL,Dunedin Zip Market,2026-06-18,List B,DEAL RAID,2026-06,278.0,278.0
32258,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,94.0,94.0
33547,FL,Lithia Zip Market,2026-06-18,List B,DEAL RAID,2026-06,135.0,135.0
34715,FL,Clermont Zip Market,2026-06-18,List B,DEAL RAID,2026-06,147.0,147.0
33570,FL,Ruskin Zip Market,2026-06-18,List B,DEAL RAID,2026-06,227.0,227.0
32514,FL,Pensacola Zip Market,2026-06-18,List B,DEAL RAID,2026-06,133.0,133.0
34997,FL,Stuart Zip Market,2026-06-18,List B,DEAL RAID,2026-06,325.0,325.0
