ZIP,State,County,Date Sent,Assigned List,Assigned Agency,Report Month,Estimated Population,Estimated Lead Volume
34652,FL,New Port Richey Zip Market,2026-07-06,List A,Cold Caller A,2026-07,384.0,384.0
33076,FL,Pompano Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,196.0,196.0
33012,FL,Hialeah Zip Market,2026-07-06,List A,Cold Caller A,2026-07,133.0,133.0
33615,FL,Tampa Zip Market,2026-07-06,List A,Cold Caller A,2026-07,208.0,208.0
33950,FL,Punta Gorda Zip Market,2026-07-06,List A,Cold Caller A,2026-07,404.0,404.0
33908,FL,Fort Myers Zip Market,2026-07-06,List A,Cold Caller A,2026-07,760.0,760.0
33972,FL,Lehigh Acres Zip Market,2026-07-06,List A,Cold Caller A,2026-07,316.0,316.0
34747,FL,Kissimmee Zip Market,2026-07-06,List A,Cold Caller A,2026-07,1152.0,1152.0
33009,FL,Hallandale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,1096.0,1096.0
33914,FL,Cape Coral Zip Market,2026-07-06,List A,Cold Caller A,2026-07,601.0,601.0
33763,FL,Clearwater Zip Market,2026-07-06,List A,Cold Caller A,2026-07,184.0,184.0
33981,FL,Port Charlotte Zip Market,2026-07-06,List A,Cold Caller A,2026-07,415.0,415.0
34208,FL,Bradenton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,159.0,159.0
33460,FL,Lake Worth Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,142.0,142.0
33912,FL,Fort Myers Zip Market,2026-07-06,List A,Cold Caller A,2026-07,186.0,186.0
33317,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,154.0,154.0
33035,FL,Homestead Zip Market,2026-07-06,List A,Cold Caller A,2026-07,270.0,270.0
32835,FL,Orlando Zip Market,2026-07-06,List A,Cold Caller A,2026-07,252.0,252.0
33441,FL,Deerfield Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,214.0,214.0
33178,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,337.0,337.0
34285,FL,Venice Zip Market,2026-07-06,List A,Cold Caller A,2026-07,224.0,224.0
34741,FL,Kissimmee Zip Market,2026-07-06,List A,Cold Caller A,2026-07,235.0,235.0
34769,FL,Saint Cloud Zip Market,2026-07-06,List A,Cold Caller A,2026-07,137.0,137.0
33312,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,238.0,238.0
33947,FL,Rotonda West Zip Market,2026-07-06,List A,Cold Caller A,2026-07,233.0,233.0
34205,FL,Bradenton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,161.0,161.0
33313,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,494.0,494.0
33308,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,584.0,584.0
32819,FL,Orlando Zip Market,2026-07-06,List A,Cold Caller A,2026-07,198.0,198.0
33418,FL,Palm Beach Gardens Zip Market,2026-07-06,List A,Cold Caller A,2026-07,355.0,355.0
33935,FL,Labelle Zip Market,2026-07-06,List A,Cold Caller A,2026-07,268.0,268.0
33903,FL,North Fort Myers Zip Market,2026-07-06,List A,Cold Caller A,2026-07,200.0,200.0
32080,FL,Saint Augustine Zip Market,2026-07-06,List A,Cold Caller A,2026-07,379.0,379.0
33417,FL,West Palm Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,378.0,378.0
33062,FL,Pompano Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,641.0,641.0
32034,FL,Fernandina Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,499.0,499.0
33470,FL,Loxahatchee Zip Market,2026-07-06,List A,Cold Caller A,2026-07,318.0,318.0
34786,FL,Windermere Zip Market,2026-07-06,List A,Cold Caller A,2026-07,241.0,241.0
33169,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,166.0,166.0
33410,FL,Palm Beach Gardens Zip Market,2026-07-06,List A,Cold Caller A,2026-07,199.0,199.0
33715,FL,Saint Petersburg Zip Market,2026-07-06,List A,Cold Caller A,2026-07,250.0,250.0
32811,FL,Orlando Zip Market,2026-07-06,List A,Cold Caller A,2026-07,150.0,150.0
33166,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,151.0,151.0
32821,FL,Orlando Zip Market,2026-07-06,List A,Cold Caller A,2026-07,204.0,204.0
33029,FL,Hollywood Zip Market,2026-07-06,List A,Cold Caller A,2026-07,152.0,152.0
33018,FL,Hialeah Zip Market,2026-07-06,List A,Cold Caller A,2026-07,146.0,146.0
33334,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,216.0,216.0
33706,FL,Saint Petersburg Zip Market,2026-07-06,List A,Cold Caller A,2026-07,426.0,426.0
33004,FL,Dania Zip Market,2026-07-06,List A,Cold Caller A,2026-07,137.0,137.0
33326,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,203.0,203.0
33019,FL,Hollywood Zip Market,2026-07-06,List A,Cold Caller A,2026-07,648.0,648.0
33708,FL,Saint Petersburg Zip Market,2026-07-06,List A,Cold Caller A,2026-07,375.0,375.0
33130,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,536.0,536.0
33461,FL,Lake Worth Zip Market,2026-07-06,List A,Cold Caller A,2026-07,213.0,213.0
34207,FL,Bradenton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,147.0,147.0
33134,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,181.0,181.0
32250,FL,Jacksonville Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,202.0,202.0
33412,FL,West Palm Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,189.0,189.0
32801,FL,Orlando Zip Market,2026-07-06,List A,Cold Caller A,2026-07,136.0,136.0
33133,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,298.0,298.0
33487,FL,Boca Raton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,283.0,283.0
34228,FL,Longboat Key Zip Market,2026-07-06,List A,Cold Caller A,2026-07,315.0,315.0
33131,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,862.0,862.0
33140,FL,Miami Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,533.0,533.0
33037,FL,Key Largo Zip Market,2026-07-06,List A,Cold Caller A,2026-07,272.0,272.0
33469,FL,Jupiter Zip Market,2026-07-06,List A,Cold Caller A,2026-07,161.0,161.0
33040,FL,Key West Zip Market,2026-07-06,List A,Cold Caller A,2026-07,318.0,318.0
34242,FL,Sarasota Zip Market,2026-07-06,List A,Cold Caller A,2026-07,348.0,348.0
33480,FL,Palm Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,347.0,347.0
33701,FL,Saint Petersburg Zip Market,2026-07-06,List A,Cold Caller A,2026-07,227.0,227.0
33444,FL,Delray Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,154.0,154.0
33316,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,314.0,314.0
33149,FL,Key Biscayne Zip Market,2026-07-06,List A,Cold Caller A,2026-07,151.0,151.0
33138,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,245.0,245.0
33957,FL,Sanibel Zip Market,2026-07-06,List A,Cold Caller A,2026-07,361.0,361.0
33785,FL,Indian Rocks Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,169.0,169.0
33129,FL,Miami Zip Market,2026-07-06,List A,Cold Caller A,2026-07,193.0,193.0
33030,FL,Homestead Zip Market,2026-07-06,List A,Cold Caller A,2026-07,153.0,153.0
33924,FL,Captiva Zip Market,2026-07-06,List A,Cold Caller A,2026-07,144.0,144.0
30241,GA,Lagrange Zip Market,2026-07-06,List A,Cold Caller A,2026-07,95.0,95.0
30108,GA,Bowdon Zip Market,2026-07-06,List A,Cold Caller A,2026-07,43.0,43.0
31029,GA,Forsyth Zip Market,2026-07-06,List A,Cold Caller A,2026-07,90.0,90.0
30025,GA,Social Circle Zip Market,2026-07-06,List A,Cold Caller A,2026-07,80.0,80.0
30103,GA,Adairsville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,74.0,74.0
30286,GA,Thomaston Zip Market,2026-07-06,List A,Cold Caller A,2026-07,116.0,116.0
30125,GA,Cedartown Zip Market,2026-07-06,List A,Cold Caller A,2026-07,71.0,71.0
30360,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,30.0,30.0
30068,GA,Marietta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,112.0,112.0
30009,GA,Alpharetta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,188.0,188.0
31206,GA,Macon Zip Market,2026-07-06,List A,Cold Caller A,2026-07,143.0,143.0
31064,GA,Monticello Zip Market,2026-07-06,List A,Cold Caller A,2026-07,78.0,78.0
31415,GA,Savannah Zip Market,2026-07-06,List A,Cold Caller A,2026-07,42.0,42.0
31217,GA,Macon Zip Market,2026-07-06,List A,Cold Caller A,2026-07,71.0,71.0
30901,GA,Augusta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,48.0,48.0
31305,GA,Darien Zip Market,2026-07-06,List A,Cold Caller A,2026-07,34.0,34.0
30217,GA,Franklin Zip Market,2026-07-06,List A,Cold Caller A,2026-07,25.0,25.0
30306,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,119.0,119.0
31411,GA,Savannah Zip Market,2026-07-06,List A,Cold Caller A,2026-07,68.0,68.0
30220,GA,Grantville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,35.0,35.0
30338,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,91.0,91.0
30340,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,56.0,56.0
30363,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,95.0,95.0
30204,GA,Barnesville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,42.0,42.0
31015,GA,Cordele Zip Market,2026-07-06,List A,Cold Caller A,2026-07,90.0,90.0
31401,GA,Savannah Zip Market,2026-07-06,List A,Cold Caller A,2026-07,255.0,255.0
31052,GA,Lizella Zip Market,2026-07-06,List A,Cold Caller A,2026-07,37.0,37.0
30145,GA,Kingston Zip Market,2026-07-06,List A,Cold Caller A,2026-07,41.0,41.0
30345,GA,Atlanta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,93.0,93.0
30268,GA,Palmetto Zip Market,2026-07-06,List A,Cold Caller A,2026-07,97.0,97.0
30183,GA,Waleska Zip Market,2026-07-06,List A,Cold Caller A,2026-07,110.0,110.0
30021,GA,Clarkston Zip Market,2026-07-06,List A,Cold Caller A,2026-07,29.0,29.0
30830,GA,Waynesboro Zip Market,2026-07-06,List A,Cold Caller A,2026-07,34.0,34.0
30055,GA,Mansfield Zip Market,2026-07-06,List A,Cold Caller A,2026-07,62.0,62.0
31036,GA,Hawkinsville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,47.0,47.0
30257,GA,Milner Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
31903,GA,Columbus Zip Market,2026-07-06,List A,Cold Caller A,2026-07,67.0,67.0
31328,GA,Tybee Island Zip Market,2026-07-06,List A,Cold Caller A,2026-07,127.0,127.0
30802,GA,Appling Zip Market,2026-07-06,List A,Cold Caller A,2026-07,33.0,33.0
48167,MI,Northville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,88.0,88.0
49315,MI,Byron Center Zip Market,2026-07-06,List A,Cold Caller A,2026-07,54.0,54.0
48083,MI,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,42.0,42.0
49431,MI,Ludington Zip Market,2026-07-06,List A,Cold Caller A,2026-07,51.0,51.0
48503,MI,Flint Zip Market,2026-07-06,List A,Cold Caller A,2026-07,66.0,66.0
48206,MI,Detroit Zip Market,2026-07-06,List A,Cold Caller A,2026-07,85.0,85.0
49525,MI,Grand Rapids Zip Market,2026-07-06,List A,Cold Caller A,2026-07,50.0,50.0
48045,MI,Harrison Township Zip Market,2026-07-06,List A,Cold Caller A,2026-07,84.0,84.0
48079,MI,Saint Clair Zip Market,2026-07-06,List A,Cold Caller A,2026-07,30.0,30.0
48451,MI,Linden Zip Market,2026-07-06,List A,Cold Caller A,2026-07,53.0,53.0
49456,MI,Spring Lake Zip Market,2026-07-06,List A,Cold Caller A,2026-07,78.0,78.0
48207,MI,Detroit Zip Market,2026-07-06,List A,Cold Caller A,2026-07,87.0,87.0
48377,MI,Novi Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
48213,MI,Detroit Zip Market,2026-07-06,List A,Cold Caller A,2026-07,94.0,94.0
48168,MI,Northville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,47.0,47.0
48204,MI,Detroit Zip Market,2026-07-06,List A,Cold Caller A,2026-07,98.0,98.0
48393,MI,Wixom Zip Market,2026-07-06,List A,Cold Caller A,2026-07,28.0,28.0
48203,MI,Highland Park Zip Market,2026-07-06,List A,Cold Caller A,2026-07,107.0,107.0
48309,MI,Rochester Zip Market,2026-07-06,List A,Cold Caller A,2026-07,43.0,43.0
48085,MI,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,58.0,58.0
49534,MI,Grand Rapids Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
49546,MI,Grand Rapids Zip Market,2026-07-06,List A,Cold Caller A,2026-07,38.0,38.0
48009,MI,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,126.0,126.0
48208,MI,Detroit Zip Market,2026-07-06,List A,Cold Caller A,2026-07,37.0,37.0
48098,MI,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,39.0,39.0
49301,MI,Ada Zip Market,2026-07-06,List A,Cold Caller A,2026-07,32.0,32.0
48302,MI,Bloomfield Hills Zip Market,2026-07-06,List A,Cold Caller A,2026-07,65.0,65.0
49090,MI,South Haven Zip Market,2026-07-06,List A,Cold Caller A,2026-07,71.0,71.0
48130,MI,Dexter Zip Market,2026-07-06,List A,Cold Caller A,2026-07,32.0,32.0
49337,MI,Newaygo Zip Market,2026-07-06,List A,Cold Caller A,2026-07,26.0,26.0
48230,MI,Grosse Pointe Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
49329,MI,Howard City Zip Market,2026-07-06,List A,Cold Caller A,2026-07,25.0,25.0
48362,MI,Lake Orion Zip Market,2026-07-06,List A,Cold Caller A,2026-07,33.0,33.0
48084,MI,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,26.0,26.0
48383,MI,White Lake Zip Market,2026-07-06,List A,Cold Caller A,2026-07,26.0,26.0
49408,MI,Fennville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,32.0,32.0
48505,MI,Flint Zip Market,2026-07-06,List A,Cold Caller A,2026-07,44.0,44.0
48504,MI,Flint Zip Market,2026-07-06,List A,Cold Caller A,2026-07,72.0,72.0
49453,MI,Saugatuck Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
48095,MI,Washington Zip Market,2026-07-06,List A,Cold Caller A,2026-07,30.0,30.0
49449,MI,Pentwater Zip Market,2026-07-06,List A,Cold Caller A,2026-07,26.0,26.0
35179,AL,Vinemont Zip Market,2026-07-06,List B,Cold Caller B,2026-07,25.0,25.0
36108,AL,Montgomery Zip Market,2026-07-06,List B,Cold Caller B,2026-07,35.0,35.0
35128,AL,Pell City Zip Market,2026-07-06,List B,Cold Caller B,2026-07,53.0,53.0
35739,AL,Ardmore Zip Market,2026-07-06,List B,Cold Caller B,2026-07,25.0,25.0
36604,AL,Mobile Zip Market,2026-07-06,List B,Cold Caller B,2026-07,52.0,52.0
35614,AL,Athens Zip Market,2026-07-06,List B,Cold Caller B,2026-07,34.0,34.0
35801,AL,Huntsville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,96.0,96.0
35062,AL,Dora Zip Market,2026-07-06,List B,Cold Caller B,2026-07,34.0,34.0
36522,AL,Citronelle Zip Market,2026-07-06,List B,Cold Caller B,2026-07,28.0,28.0
35064,AL,Fairfield Zip Market,2026-07-06,List B,Cold Caller B,2026-07,34.0,34.0
35234,AL,Birmingham Zip Market,2026-07-06,List B,Cold Caller B,2026-07,22.0,22.0
35652,AL,Rogersville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,57.0,57.0
35747,AL,Grant Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
36083,AL,Tuskegee Zip Market,2026-07-06,List B,Cold Caller B,2026-07,14.0,14.0
35054,AL,Cropwell Zip Market,2026-07-06,List B,Cold Caller B,2026-07,37.0,37.0
36104,AL,Montgomery Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
35053,AL,Crane Hill Zip Market,2026-07-06,List B,Cold Caller B,2026-07,111.0,111.0
35057,AL,Cullman Zip Market,2026-07-06,List B,Cold Caller B,2026-07,64.0,64.0
36024,AL,Eclectic Zip Market,2026-07-06,List B,Cold Caller B,2026-07,54.0,54.0
35147,AL,Sterrett Zip Market,2026-07-06,List B,Cold Caller B,2026-07,36.0,36.0
35186,AL,Wilsonville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,20.0,20.0
35741,AL,Brownsboro Zip Market,2026-07-06,List B,Cold Caller B,2026-07,14.0,14.0
35133,AL,Remlap Zip Market,2026-07-06,List B,Cold Caller B,2026-07,13.0,13.0
35033,AL,Bremen Zip Market,2026-07-06,List B,Cold Caller B,2026-07,40.0,40.0
35175,AL,Union Grove Zip Market,2026-07-06,List B,Cold Caller B,2026-07,26.0,26.0
33952,FL,Port Charlotte Zip Market,2026-07-06,List B,Cold Caller B,2026-07,326.0,326.0
34748,FL,Leesburg Zip Market,2026-07-06,List B,Cold Caller B,2026-07,363.0,363.0
33913,FL,Fort Myers Zip Market,2026-07-06,List B,Cold Caller B,2026-07,452.0,452.0
33707,FL,Saint Petersburg Zip Market,2026-07-06,List B,Cold Caller B,2026-07,295.0,295.0
33415,FL,West Palm Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,226.0,226.0
33990,FL,Cape Coral Zip Market,2026-07-06,List B,Cold Caller B,2026-07,197.0,197.0
33309,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,248.0,248.0
34677,FL,Oldsmar Zip Market,2026-07-06,List B,Cold Caller B,2026-07,154.0,154.0
32822,FL,Orlando Zip Market,2026-07-06,List B,Cold Caller B,2026-07,196.0,196.0
32778,FL,Tavares Zip Market,2026-07-06,List B,Cold Caller B,2026-07,175.0,175.0
33064,FL,Pompano Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,424.0,424.0
33032,FL,Homestead Zip Market,2026-07-06,List B,Cold Caller B,2026-07,370.0,370.0
34209,FL,Bradenton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,307.0,307.0
34287,FL,North Port Zip Market,2026-07-06,List B,Cold Caller B,2026-07,210.0,210.0
34689,FL,Tarpon Springs Zip Market,2026-07-06,List B,Cold Caller B,2026-07,209.0,209.0
34601,FL,Brooksville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,135.0,135.0
33948,FL,Port Charlotte Zip Market,2026-07-06,List B,Cold Caller B,2026-07,219.0,219.0
33919,FL,Fort Myers Zip Market,2026-07-06,List B,Cold Caller B,2026-07,417.0,417.0
32832,FL,Orlando Zip Market,2026-07-06,List B,Cold Caller B,2026-07,207.0,207.0
33705,FL,Saint Petersburg Zip Market,2026-07-06,List B,Cold Caller B,2026-07,173.0,173.0
33936,FL,Lehigh Acres Zip Market,2026-07-06,List B,Cold Caller B,2026-07,263.0,263.0
34210,FL,Bradenton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,259.0,259.0
33069,FL,Pompano Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,313.0,313.0
34232,FL,Sarasota Zip Market,2026-07-06,List B,Cold Caller B,2026-07,151.0,151.0
33442,FL,Deerfield Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,434.0,434.0
34614,FL,Brooksville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,138.0,138.0
34241,FL,Sarasota Zip Market,2026-07-06,List B,Cold Caller B,2026-07,139.0,139.0
33322,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,432.0,432.0
33611,FL,Tampa Zip Market,2026-07-06,List B,Cold Caller B,2026-07,233.0,233.0
33462,FL,Lake Worth Zip Market,2026-07-06,List B,Cold Caller B,2026-07,210.0,210.0
34292,FL,Venice Zip Market,2026-07-06,List B,Cold Caller B,2026-07,130.0,130.0
33026,FL,Hollywood Zip Market,2026-07-06,List B,Cold Caller B,2026-07,168.0,168.0
33015,FL,Hialeah Zip Market,2026-07-06,List B,Cold Caller B,2026-07,186.0,186.0
33755,FL,Clearwater Zip Market,2026-07-06,List B,Cold Caller B,2026-07,142.0,142.0
32082,FL,Ponte Vedra Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,228.0,228.0
33021,FL,Hollywood Zip Market,2026-07-06,List B,Cold Caller B,2026-07,388.0,388.0
33983,FL,Punta Gorda Zip Market,2026-07-06,List B,Cold Caller B,2026-07,164.0,164.0
33176,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,168.0,168.0
33179,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,434.0,434.0
33426,FL,Boynton Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,183.0,183.0
33435,FL,Boynton Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,400.0,400.0
33496,FL,Boca Raton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,193.0,193.0
33319,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,648.0,648.0
33068,FL,Pompano Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,227.0,227.0
34224,FL,Englewood Zip Market,2026-07-06,List B,Cold Caller B,2026-07,162.0,162.0
33556,FL,Odessa Zip Market,2026-07-06,List B,Cold Caller B,2026-07,201.0,201.0
33756,FL,Clearwater Zip Market,2026-07-06,List B,Cold Caller B,2026-07,222.0,222.0
33020,FL,Hollywood Zip Market,2026-07-06,List B,Cold Caller B,2026-07,394.0,394.0
33180,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,898.0,898.0
33139,FL,Miami Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,977.0,977.0
33162,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,185.0,185.0
33709,FL,Saint Petersburg Zip Market,2026-07-06,List B,Cold Caller B,2026-07,178.0,178.0
34202,FL,Bradenton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,229.0,229.0
33401,FL,West Palm Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,343.0,343.0
34236,FL,Sarasota Zip Market,2026-07-06,List B,Cold Caller B,2026-07,397.0,397.0
33953,FL,Port Charlotte Zip Market,2026-07-06,List B,Cold Caller B,2026-07,180.0,180.0
33711,FL,Saint Petersburg Zip Market,2026-07-06,List B,Cold Caller B,2026-07,184.0,184.0
33196,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,157.0,157.0
33907,FL,Fort Myers Zip Market,2026-07-06,List B,Cold Caller B,2026-07,223.0,223.0
33764,FL,Clearwater Zip Market,2026-07-06,List B,Cold Caller B,2026-07,156.0,156.0
33351,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,142.0,142.0
33408,FL,North Palm Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,311.0,311.0
33181,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,284.0,284.0
34235,FL,Sarasota Zip Market,2026-07-06,List B,Cold Caller B,2026-07,135.0,135.0
33141,FL,Miami Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,567.0,567.0
32839,FL,Orlando Zip Market,2026-07-06,List B,Cold Caller B,2026-07,148.0,148.0
33920,FL,Alva Zip Market,2026-07-06,List B,Cold Caller B,2026-07,143.0,143.0
33901,FL,Fort Myers Zip Market,2026-07-06,List B,Cold Caller B,2026-07,185.0,185.0
33980,FL,Punta Gorda Zip Market,2026-07-06,List B,Cold Caller B,2026-07,153.0,153.0
32827,FL,Orlando Zip Market,2026-07-06,List B,Cold Caller B,2026-07,197.0,197.0
33161,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,207.0,207.0
33160,FL,North Miami Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,1793.0,1793.0
33323,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,140.0,140.0
33414,FL,Wellington Zip Market,2026-07-06,List B,Cold Caller B,2026-07,400.0,400.0
33132,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,740.0,740.0
33409,FL,West Palm Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,142.0,142.0
33629,FL,Tampa Zip Market,2026-07-06,List B,Cold Caller B,2026-07,180.0,180.0
32789,FL,Winter Park Zip Market,2026-07-06,List B,Cold Caller B,2026-07,178.0,178.0
33157,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,245.0,245.0
33404,FL,West Palm Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,345.0,345.0
33315,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,167.0,167.0
33483,FL,Delray Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,207.0,207.0
33455,FL,Hobe Sound Zip Market,2026-07-06,List B,Cold Caller B,2026-07,157.0,157.0
33156,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,285.0,285.0
33432,FL,Boca Raton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,347.0,347.0
33304,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,488.0,488.0
33767,FL,Clearwater Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,368.0,368.0
33137,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,572.0,572.0
33431,FL,Boca Raton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,135.0,135.0
33931,FL,Fort Myers Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,457.0,457.0
33301,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,354.0,354.0
34239,FL,Sarasota Zip Market,2026-07-06,List B,Cold Caller B,2026-07,183.0,183.0
33154,FL,Miami Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,439.0,439.0
33143,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,182.0,182.0
33477,FL,Jupiter Zip Market,2026-07-06,List B,Cold Caller B,2026-07,237.0,237.0
33946,FL,Placida Zip Market,2026-07-06,List B,Cold Caller B,2026-07,200.0,200.0
33305,FL,Fort Lauderdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,205.0,205.0
33602,FL,Tampa Zip Market,2026-07-06,List B,Cold Caller B,2026-07,190.0,190.0
33050,FL,Marathon Zip Market,2026-07-06,List B,Cold Caller B,2026-07,255.0,255.0
34217,FL,Bradenton Beach Zip Market,2026-07-06,List B,Cold Caller B,2026-07,235.0,235.0
33145,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,141.0,141.0
33127,FL,Miami Zip Market,2026-07-06,List B,Cold Caller B,2026-07,136.0,136.0
30274,GA,Riverdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,104.0,104.0
30824,GA,Thomson Zip Market,2026-07-06,List B,Cold Caller B,2026-07,86.0,86.0
