Rank,State,County,County Score,Pending Ratio,Active Listing Count,Pending Listing Count,Median Listing Price,Median Days on Market,Price Decrease Count,New Listing Count,Recommended Home Value Range,Notes
37,FL,Pasco,78.88,0.41668954158660443,3643,1518.0,350000.0,66.0,1596.0,1308,$187k-$395k,Strong buyer activity
38,GA,Paulding,78.74,0.42365097588978184,871,369.0,399900.0,47.0,408.0,336,$240k-$450k,Strong buyer activity
39,MI,Lenawee,78.55,0.8901734104046243,173,154.0,290000.0,38.0,64.0,124,$145k-$350k,Strong buyer activity
40,AL,Tuscaloosa,78.1,0.543424317617866,806,438.0,344900.0,57.0,208.0,312,$181k-$350k,Strong buyer activity
41,MI,Monroe,78.07,0.6946902654867256,226,157.0,314750.0,32.0,68.0,164,$157k-$350k,Strong buyer activity
42,MI,Berrien,77.45,0.6958637469586375,411,286.0,435000.0,40.0,160.0,260,$218k-$350k,Strong buyer activity
43,MI,Ottawa,77.2,0.9105145413870246,447,407.0,500000.0,36.0,156.0,368,$250k-$350k,Strong buyer activity
44,FL,Sumter,77.09,0.4656,625,291.0,374900.0,60.0,268.0,208,$201k-$424k,Strong buyer activity
45,MI,Eaton,77.03,1.2380952380952381,126,156.0,315000.0,26.0,56.0,136,$158k-$350k,Strong buyer activity
46,FL,Alachua,76.84,0.445662100456621,1095,488.0,325000.0,65.0,380.0,352,$174k-$367k,Strong buyer activity
47,AL,Houston,76.59,0.5150684931506849,365,188.0,288500.0,50.0,104.0,152,$151k-$350k,Strong buyer activity
48,GA,Richmond,76.57,0.4450402144772118,746,332.0,225000.0,59.0,220.0,284,$135k-$292k,Strong buyer activity
49,GA,Cherokee,76.55,0.4513788098693759,1378,622.0,574000.0,45.0,568.0,564,$344k-$450k,Strong buyer activity
50,GA,Henry,76.19,0.4011532125205931,1214,487.0,379999.0,57.0,444.0,404,$228k-$450k,Strong buyer activity
51,FL,Lake,76.14,0.41983805668016194,2470,1037.0,400000.0,72.0,1012.0,872,$214k-$452k,Strong buyer activity
52,MI,Livingston,76.07,0.821522309711286,381,313.0,454500.0,30.0,140.0,324,$227k-$350k,Strong buyer activity
53,FL,Manatee,75.77,0.4462261542714957,3617,1614.0,485000.0,81.0,1376.0,1084,$259k-$548k,Strong buyer activity
54,GA,Clayton,75.73,0.421301775147929,845,356.0,250000.0,60.0,276.0,316,$150k-$325k,Strong buyer activity
55,GA,Bulloch,75.56,0.6220735785953178,299,186.0,316945.0,60.0,104.0,124,$190k-$412k,Strong buyer activity
56,FL,Polk,75.48,0.4014693171996543,4628,1858.0,330669.0,76.0,1572.0,1376,$177k-$374k,Strong buyer activity
57,MI,Midland,75.34,1.12,125,140.0,307450.0,39.0,56.0,128,$154k-$350k,Strong buyer activity
58,GA,Whitfield,75.32,0.5047318611987381,317,160.0,308950.0,53.0,112.0,128,$185k-$402k,Strong buyer activity
59,AL,Calhoun,74.47,0.625,248,155.0,217500.0,57.0,64.0,112,$114k-$298k,Strong buyer activity
60,AL,Limestone,74.11,0.48964013086150493,917,449.0,394900.0,61.0,272.0,284,$207k-$350k,Strong buyer activity
61,GA,Fulton,74.11,0.31296264417283526,5809,1818.0,419000.0,52.0,1832.0,2016,$251k-$450k,Strong buyer activity
62,GA,Barrow,73.64,0.40955631399317405,586,240.0,390000.0,54.0,220.0,204,$234k-$450k,Strong buyer activity
63,GA,Douglas,73.59,0.3733528550512445,683,255.0,371000.0,47.0,216.0,208,$223k-$450k,Strong buyer activity
64,AL,Morgan,73.29,0.47754137115839246,423,202.0,299900.0,61.0,152.0,164,$157k-$350k,Strong buyer activity
65,GA,Carroll,73.05,0.3977485928705441,533,212.0,349950.0,54.0,200.0,200,$210k-$450k,Strong buyer activity
66,AL,Elmore,73.01,0.6440677966101694,295,190.0,368845.0,54.0,72.0,140,$194k-$350k,Strong buyer activity
67,GA,Walker,72.97,0.44363636363636366,275,122.0,280000.0,49.0,132.0,120,$168k-$364k,Strong buyer activity
68,AL,Lauderdale,72.73,0.46380697050938335,373,173.0,329900.0,57.0,156.0,128,$173k-$350k,Strong buyer activity
69,GA,Lowndes,72.43,0.45475113122171945,442,201.0,319900.0,63.0,112.0,188,$192k-$416k,Strong buyer activity
70,MI,Van Buren,72.34,0.6098901098901099,182,111.0,376400.0,39.0,64.0,116,$188k-$350k,Strong buyer activity
71,AL,St. Clair,72.16,0.5654450261780105,382,216.0,369425.0,60.0,128.0,140,$194k-$350k,Strong buyer activity
72,AL,Autauga,72.06,1.209090909090909,110,133.0,319900.0,39.0,36.0,68,$168k-$350k,Strong buyer activity
73,GA,Clarke,72.06,0.416044776119403,536,223.0,379000.0,57.0,148.0,140,$227k-$450k,Strong buyer activity
74,GA,Bryan,72.0,0.5536912751677853,298,165.0,451450.0,57.0,112.0,88,$271k-$450k,Strong buyer activity
75,FL,Flagler,71.98,0.38930722891566266,1328,517.0,415000.0,71.0,488.0,404,$222k-$469k,Strong buyer activity
76,AL,Russell,71.88,0.7730496453900709,141,109.0,289900.0,44.0,28.0,68,$152k-$350k,Strong buyer activity
77,GA,Bartow,71.8,0.37243947858473,537,200.0,375000.0,50.0,208.0,184,$225k-$450k,Strong buyer activity
78,FL,Marion,71.71,0.3712884772541542,3671,1363.0,299000.0,79.0,1156.0,1024,$160k-$338k,Strong buyer activity
79,GA,Chatham,71.63,0.3840909090909091,1760,676.0,405000.0,67.0,616.0,516,$243k-$450k,Strong buyer activity
80,GA,Rockdale,71.61,0.39888682745825604,539,215.0,321000.0,58.0,156.0,180,$193k-$417k,Strong buyer activity
81,GA,Liberty,71.59,0.4175824175824176,455,190.0,279200.0,60.0,148.0,116,$168k-$363k,Strong buyer activity
82,MI,Lapeer,71.31,0.7682926829268293,164,126.0,399900.0,44.0,64.0,112,$200k-$350k,Strong buyer activity
83,FL,St. Lucie,70.97,0.35040983606557374,2928,1026.0,419000.0,74.0,896.0,768,$224k-$473k,Strong buyer activity
84,MI,Shiawassee,70.68,1.2352941176470589,85,105.0,255000.0,40.0,32.0,80,$128k-$340k,Strong buyer activity
85,FL,Okaloosa,70.58,0.3422603106588109,1867,639.0,420000.0,69.0,620.0,556,$225k-$475k,Strong buyer activity
86,FL,Wakulla,70.49,0.4669811320754717,212,99.0,359000.0,51.0,56.0,68,$192k-$406k,Strong buyer activity
87,MI,Allegan,70.3,0.6583333333333333,240,158.0,496900.0,33.0,96.0,172,$248k-$350k,Strong buyer activity
88,FL,Sarasota,70.27,0.36621941594317287,5068,1856.0,487000.0,83.0,1564.0,1236,$261k-$550k,Strong buyer activity
89,GA,Effingham,70.18,0.4661458333333333,384,179.0,389900.0,71.0,176.0,80,$234k-$450k,Strong buyer activity
90,MI,Montcalm,70.08,0.8181818181818182,99,81.0,309000.0,25.0,24.0,92,$154k-$350k,Strong buyer activity
91,GA,Coweta,70.06,0.3949930458970793,719,284.0,492000.0,55.0,272.0,276,$295k-$450k,Strong buyer activity
92,GA,Forsyth,69.99,0.3894571203776554,1271,495.0,689000.0,40.0,568.0,560,$413k-$450k,Strong buyer activity
93,AL,Etowah,69.94,0.4101796407185629,334,137.0,270000.0,57.0,112.0,116,$142k-$350k,Strong buyer activity
94,FL,Palm Beach,69.91,0.3307316236383909,11659,3856.0,499000.0,75.0,3308.0,2960,$267k-$550k,Strong buyer activity
95,GA,Hall,69.89,0.35648994515539306,1094,390.0,499000.0,53.0,416.0,368,$299k-$450k,Strong buyer activity
96,MI,St. Joseph,69.79,0.6186440677966102,118,73.0,275000.0,52.0,48.0,64,$138k-$350k,Strong buyer activity
97,FL,Nassau,69.66,0.4472295514511873,758,339.0,587000.0,71.0,264.0,256,$314k-$550k,Strong buyer activity
98,MI,Clinton,69.59,1.04,100,104.0,374900.0,33.0,36.0,92,$187k-$350k,Strong buyer activity
99,FL,Volusia,69.48,0.31530684222901484,4253,1341.0,369900.0,73.0,1468.0,1220,$198k-$418k,Strong buyer activity
100,GA,Gordon,69.48,0.4337899543378995,219,95.0,328200.0,53.0,88.0,80,$197k-$427k,Strong buyer activity
101,AL,Talladega,69.46,0.5849056603773585,265,155.0,255000.0,73.0,76.0,60,$134k-$349k,Strong buyer activity
102,GA,Harris,69.17,0.7266666666666667,150,109.0,451450.0,53.0,44.0,60,$271k-$450k,Strong buyer activity
103,FL,Pinellas,68.25,0.2900560224089636,7140,2071.0,439000.0,74.0,2856.0,2128,$235k-$496k,Strong buyer activity
104,GA,Murray,68.08,0.5545454545454546,110,61.0,280000.0,45.0,40.0,44,$168k-$364k,Strong buyer activity
105,AL,Dale,67.84,0.5,156,78.0,240000.0,56.0,48.0,84,$126k-$329k,Strong buyer activity
106,MI,Roscommon,67.8,0.372972972972973,185,69.0,249450.0,33.0,72.0,112,$125k-$333k,Strong buyer activity
107,MI,Tuscola,67.77,0.5700934579439252,107,61.0,209950.0,46.0,36.0,40,$105k-$280k,Strong buyer activity
108,GA,Camden,67.44,0.4214659685863874,382,161.0,398950.0,66.0,120.0,144,$239k-$450k,Strong buyer activity
109,GA,Long,67.4,0.3671875,256,94.0,279200.0,42.0,80.0,68,$168k-$363k,Strong buyer activity
110,MI,Barry,67.32,0.9578947368421052,95,91.0,419000.0,34.0,48.0,84,$210k-$350k,Strong buyer activity
111,GA,Lee,67.25,0.5841584158415841,101,59.0,359900.0,51.0,44.0,40,$216k-$450k,Strong buyer activity
112,GA,Jackson,66.92,0.34594594594594597,740,256.0,468820.0,57.0,260.0,224,$281k-$450k,Strong buyer activity
113,GA,Dougherty,66.83,0.5930735930735931,231,137.0,179081.0,78.0,60.0,76,$107k-$233k,Strong buyer activity
114,GA,Newton,66.53,0.32673267326732675,505,165.0,354250.0,57.0,176.0,180,$213k-$450k,Strong buyer activity
115,GA,Catoosa,65.98,0.36451612903225805,310,113.0,329900.0,58.0,148.0,104,$198k-$429k,Strong buyer activity
116,FL,Osceola,65.94,0.29474708171206226,4112,1212.0,415000.0,81.0,1252.0,1008,$222k-$469k,Strong buyer activity
117,MI,Newaygo,65.79,0.735632183908046,87,64.0,335000.0,42.0,32.0,56,$168k-$350k,Strong buyer activity
118,GA,Troup,65.49,0.4216417910447761,268,113.0,300000.0,65.0,68.0,96,$180k-$390k,Strong buyer activity
119,GA,Bibb,65.41,0.33918918918918917,740,251.0,205000.0,71.0,224.0,220,$123k-$266k,Strong buyer activity
120,FL,Indian River,65.32,0.330385344283007,1583,523.0,429900.0,81.0,400.0,336,$230k-$486k,Strong buyer activity
121,MI,Alpena,65.3,0.7454545454545455,55,41.0,224950.0,28.0,20.0,52,$112k-$300k,Strong buyer activity
122,MI,Ionia,64.7,0.9696969696969697,66,64.0,349900.0,33.0,24.0,56,$175k-$350k,Strong buyer activity
123,MI,Gladwin,64.66,0.41964285714285715,112,47.0,249610.0,39.0,44.0,60,$125k-$333k,Strong buyer activity
124,MI,Isabella,64.66,0.4298245614035088,114,49.0,289000.0,44.0,48.0,72,$144k-$350k,Strong buyer activity
125,FL,Martin,64.62,0.3283582089552239,1340,440.0,525000.0,72.0,388.0,328,$281k-$550k,Strong buyer activity
126,FL,Citrus,64.6,0.3094688221709007,1732,536.0,299900.0,78.0,592.0,416,$160k-$339k,Strong buyer activity
127,FL,Broward,64.35,0.24582370419280292,15145,3723.0,380000.0,80.0,3552.0,3360,$203k-$429k,Moderate buyer activity
128,MI,Otsego,64.35,0.6052631578947368,76,46.0,325000.0,36.0,28.0,52,$162k-$350k,Strong buyer activity
129,GA,Haralson,64.09,0.4251968503937008,127,54.0,379450.0,41.0,32.0,52,$228k-$450k,Strong buyer activity
130,MI,Marquette,64.08,0.6160714285714286,112,69.0,433094.0,19.0,24.0,92,$217k-$350k,Strong buyer activity
131,FL,Lee,63.9,0.2626244822420023,11347,2980.0,399000.0,87.0,3700.0,2128,$213k-$451k,Strong buyer activity
132,MI,Mecosta,63.89,0.4166666666666667,144,60.0,329950.0,46.0,60.0,76,$165k-$350k,Strong buyer activity
133,AL,Coffee,63.75,0.40160642570281124,249,100.0,302000.0,61.0,72.0,96,$159k-$350k,Strong buyer activity
134,MI,Grand Traverse,63.73,0.4144385026737968,374,155.0,499000.0,41.0,96.0,208,$250k-$350k,Strong buyer activity
135,MI,Hillsdale,63.3,0.4274193548387097,124,53.0,339000.0,39.0,40.0,64,$170k-$350k,Strong buyer activity
136,MI,Wexford,63.3,0.569620253164557,79,45.0,249900.0,43.0,20.0,64,$125k-$333k,Strong buyer activity
137,MI,Gratiot,62.73,0.5675675675675675,74,42.0,222022.0,48.0,28.0,40,$111k-$296k,Strong buyer activity
138,GA,Polk,62.69,0.3724137931034483,145,54.0,296450.0,47.0,60.0,56,$178k-$385k,Strong buyer activity
139,FL,Charlotte,62.64,0.27967625899280574,3336,933.0,380000.0,92.0,1020.0,660,$203k-$429k,Strong buyer activity
140,MI,Clare,62.46,0.36538461538461536,156,57.0,184900.0,47.0,56.0,72,$92k-$247k,Strong buyer activity
141,MI,Osceola,62.46,0.6129032258064516,62,38.0,227000.0,43.0,24.0,32,$114k-$303k,Strong buyer activity
142,MI,Cass,62.28,0.4626865671641791,134,62.0,389500.0,52.0,56.0,76,$195k-$350k,Strong buyer activity
143,GA,Peach,62.17,0.5089285714285714,112,57.0,283898.0,59.0,28.0,52,$170k-$369k,Strong buyer activity
144,GA,Floyd,62.17,0.34186046511627904,430,147.0,300000.0,71.0,108.0,136,$180k-$390k,Strong buyer activity
145,GA,Butts,61.9,0.43410852713178294,129,56.0,326950.0,63.0,56.0,28,$196k-$425k,Strong buyer activity
146,GA,Walton,61.89,0.31743421052631576,608,193.0,496250.0,58.0,224.0,160,$298k-$450k,Strong buyer activity
147,FL,Bay,61.51,0.23251028806584362,2916,678.0,406000.0,78.0,984.0,716,$217k-$459k,Moderate buyer activity
148,GA,Fayette,61.38,0.3486529318541997,631,220.0,579900.0,51.0,196.0,256,$348k-$450k,Strong buyer activity
149,AL,Baldwin,60.95,0.3405259608900877,2966,1010.0,499999.0,71.0,836.0,768,$262k-$350k,Strong buyer activity
150,AL,Cullman,60.41,0.3293172690763052,498,164.0,359000.0,64.0,152.0,128,$188k-$350k,Strong buyer activity
151,GA,Spalding,60.38,0.34169278996865204,319,109.0,315000.0,68.0,84.0,116,$189k-$410k,Strong buyer activity
152,AL,Blount,60.08,0.39215686274509803,153,60.0,299900.0,58.0,52.0,44,$157k-$350k,Strong buyer activity
153,MI,Houghton,59.92,0.5151515151515151,66,34.0,274900.0,43.0,20.0,52,$137k-$350k,Strong buyer activity
154,MI,Crawford,59.29,0.5490196078431373,51,28.0,310000.0,32.0,16.0,40,$155k-$350k,Strong buyer activity
155,AL,Colbert,59.08,0.31864406779661014,295,94.0,272990.0,62.0,80.0,108,$143k-$350k,Strong buyer activity
156,GA,Glynn,58.92,0.27308192457737324,769,210.0,472445.0,61.0,160.0,252,$283k-$450k,Strong buyer activity
157,MI,Dickinson,58.89,0.8666666666666667,45,39.0,230000.0,57.0,16.0,32,$115k-$307k,Strong buyer activity
158,GA,Jones,58.75,0.6470588235294118,68,44.0,310400.0,63.0,24.0,32,$186k-$404k,Strong buyer activity
159,MI,Ogemaw,58.26,0.4,75,30.0,225000.0,30.0,24.0,48,$112k-$300k,Strong buyer activity
160,FL,Miami-Dade,58.21,0.22270844273294824,17139,3817.0,595000.0,83.0,3252.0,3444,$318k-$550k,Moderate buyer activity
161,MI,Iosco,57.91,0.2784090909090909,176,49.0,225000.0,36.0,40.0,100,$112k-$300k,Strong buyer activity
162,AL,Chilton,57.76,0.41843971631205673,141,59.0,259900.0,73.0,48.0,36,$136k-$350k,Strong buyer activity
163,AL,Chambers,57.7,0.39361702127659576,94,37.0,251200.0,45.0,28.0,36,$132k-$344k,Strong buyer activity
164,GA,Madison,57.68,0.375,136,51.0,385000.0,60.0,56.0,32,$231k-$450k,Strong buyer activity
165,MI,Branch,57.67,0.4489795918367347,98,44.0,359900.0,56.0,36.0,52,$180k-$350k,Strong buyer activity
166,AL,Lee,57.53,0.18526543878656554,923,171.0,420866.0,50.0,296.0,392,$221k-$350k,Moderate buyer activity
167,FL,Baker,57.47,0.45588235294117646,68,31.0,419000.0,58.0,40.0,28,$224k-$473k,Strong buyer activity
168,FL,Highlands,57.41,0.2474108170310702,869,215.0,294450.0,79.0,232.0,220,$158k-$333k,Moderate buyer activity
169,GA,Stephens,57.14,0.3310810810810811,148,49.0,334900.0,57.0,52.0,44,$201k-$435k,Strong buyer activity
170,GA,Lamar,56.88,0.4523809523809524,84,38.0,360000.0,60.0,28.0,28,$216k-$450k,Strong buyer activity
171,AL,Dekalb,56.48,0.35,200,70.0,319900.0,62.0,48.0,72,$168k-$350k,Strong buyer activity
172,MI,Leelanau,56.35,0.5051546391752577,97,49.0,799000.0,31.0,28.0,100,$400k-$350k,Strong buyer activity
173,GA,Meriwether,56.2,0.5154639175257731,97,50.0,305448.0,65.0,12.0,20,$183k-$397k,Strong buyer activity
174,MI,Missaukee,56.04,0.4772727272727273,44,21.0,299900.0,28.0,12.0,28,$150k-$350k,Strong buyer activity
175,GA,Hart,55.12,0.28488372093023256,172,49.0,369900.0,51.0,48.0,48,$222k-$450k,Strong buyer activity
176,AL,Lawrence,55.04,0.4155844155844156,77,32.0,274450.0,54.0,24.0,24,$144k-$350k,Strong buyer activity
177,GA,Oconee,54.89,0.3784860557768924,251,95.0,709900.0,57.0,80.0,56,$426k-$450k,Strong buyer activity
178,GA,Oglethorpe,54.73,0.5789473684210527,57,33.0,344500.0,65.0,20.0,12,$207k-$448k,Strong buyer activity
179,GA,Lumpkin,54.6,0.3216374269005848,171,55.0,475000.0,51.0,52.0,56,$285k-$450k,Strong buyer activity
180,MI,Montmorency,54.55,0.3698630136986301,73,27.0,236750.0,30.0,16.0,56,$118k-$316k,Strong buyer activity
181,MI,Oceana,54.47,0.37623762376237624,101,38.0,367000.0,39.0,24.0,52,$184k-$350k,Strong buyer activity
182,MI,Kalkaska,54.46,0.45161290322580644,62,28.0,370000.0,38.0,20.0,48,$185k-$350k,Strong buyer activity
183,MI,Delta,54.26,0.6197183098591549,71,44.0,317750.0,72.0,20.0,52,$159k-$350k,Strong buyer activity
184,MI,Manistee,54.0,0.3978494623655914,93,37.0,327400.0,51.0,24.0,44,$164k-$350k,Strong buyer activity
185,FL,Collier,53.77,0.23869830073741582,6238,1489.0,699900.0,95.0,1388.0,976,$374k-$550k,Moderate buyer activity
186,MI,Lake,53.74,0.35443037974683544,79,28.0,219900.0,42.0,24.0,48,$110k-$293k,Strong buyer activity
187,GA,Habersham,53.57,0.27755102040816326,245,68.0,425000.0,58.0,64.0,84,$255k-$450k,Strong buyer activity
188,GA,Dawson,53.0,0.2723735408560311,257,70.0,549950.0,47.0,96.0,104,$330k-$450k,Strong buyer activity
189,GA,Gilmer,52.84,0.20172413793103447,580,117.0,512000.0,62.0,208.0,168,$307k-$450k,Moderate buyer activity
190,MI,Schoolcraft,52.65,0.7894736842105263,19,15.0,338888.0,37.0,4.0,16,$169k-$350k,Strong buyer activity
191,FL,Putnam,52.59,0.26366559485530544,311,82.0,341999.0,75.0,96.0,92,$183k-$386k,Strong buyer activity
192,MI,Mason,52.53,0.38461538461538464,91,35.0,369000.0,49.0,32.0,64,$184k-$350k,Strong buyer activity
193,AL,Escambia,51.97,0.47297297297297297,74,35.0,179500.0,73.0,20.0,24,$94k-$246k,Strong buyer activity
194,FL,Washington,51.85,0.3958333333333333,96,38.0,279900.0,69.0,32.0,20,$150k-$316k,Strong buyer activity
195,GA,Sumter,51.62,0.4444444444444444,63,28.0,288000.0,58.0,12.0,24,$173k-$374k,Strong buyer activity
196,GA,Laurens,51.52,0.29012345679012347,162,47.0,253283.0,65.0,52.0,32,$152k-$329k,Strong buyer activity
197,GA,Elbert,51.19,0.49206349206349204,63,31.0,299000.0,71.0,20.0,16,$179k-$389k,Strong buyer activity
198,GA,Union,51.16,0.16905444126074498,349,59.0,489400.0,54.0,116.0,108,$294k-$450k,Moderate buyer activity
199,GA,Johnson,51.0,0.5833333333333334,12,7.0,177400.0,38.0,4.0,4,$106k-$231k,Strong buyer activity
200,GA,Monroe,50.97,0.3902439024390244,123,48.0,489500.0,64.0,32.0,48,$294k-$450k,Strong buyer activity
201,GA,Colquitt,50.86,0.3875,80,31.0,289950.0,60.0,20.0,20,$174k-$377k,Strong buyer activity
202,GA,Franklin,50.47,0.30935251798561153,139,43.0,345000.0,65.0,40.0,48,$207k-$448k,Strong buyer activity
203,FL,Walton,50.46,0.21054702872884692,2541,535.0,849000.0,75.0,648.0,504,$454k-$550k,Moderate buyer activity
204,GA,Pickens,50.23,0.24675324675324675,308,76.0,519900.0,61.0,112.0,76,$312k-$450k,Moderate buyer activity
205,MI,Benzie,50.07,1.0222222222222221,45,46.0,525000.0,46.0,8.0,36,$262k-$350k,Strong buyer activity
206,MI,Arenac,49.87,0.34782608695652173,69,24.0,242400.0,47.0,16.0,36,$121k-$323k,Strong buyer activity
207,AL,Marshall,49.52,0.2633587786259542,524,138.0,384500.0,84.0,152.0,132,$202k-$350k,Strong buyer activity
208,GA,White,49.46,0.17417417417417416,333,58.0,399900.0,67.0,104.0,80,$240k-$450k,Moderate buyer activity
209,GA,Cook,49.46,0.5,28,14.0,279000.0,55.0,8.0,4,$167k-$363k,Strong buyer activity
210,GA,Wayne,49.21,0.336,125,42.0,256950.0,75.0,36.0,44,$154k-$334k,Strong buyer activity
211,MI,Sanilac,49.19,0.2619047619047619,126,33.0,270000.0,54.0,28.0,48,$135k-$350k,Strong buyer activity
212,FL,Bradford,49.11,0.34615384615384615,78,27.0,335000.0,57.0,20.0,24,$179k-$379k,Strong buyer activity
213,GA,Baldwin,48.47,0.2636363636363636,220,58.0,343700.0,74.0,48.0,68,$206k-$447k,Strong buyer activity
214,FL,Columbia,48.34,0.25925925925925924,243,63.0,354900.0,80.0,72.0,64,$190k-$401k,Strong buyer activity
215,AL,Walker,47.73,0.22099447513812154,181,40.0,279450.0,66.0,52.0,64,$147k-$350k,Moderate buyer activity
216,AL,Franklin,47.62,0.4084507042253521,71,29.0,232500.0,67.0,12.0,20,$122k-$319k,Strong buyer activity
217,FL,Jackson,47.42,0.29931972789115646,147,44.0,248000.0,81.0,52.0,28,$133k-$280k,Strong buyer activity
218,MI,Chippewa,47.4,0.3300970873786408,103,34.0,275000.0,65.0,20.0,52,$138k-$350k,Strong buyer activity
219,GA,Upson,47.09,0.28,125,35.0,259800.0,67.0,36.0,40,$156k-$338k,Strong buyer activity
220,GA,Mcintosh,47.04,0.3217391304347826,115,37.0,408450.0,66.0,28.0,24,$245k-$450k,Strong buyer activity
221,GA,Jasper,46.82,0.2916666666666667,144,42.0,404153.0,71.0,40.0,32,$242k-$450k,Strong buyer activity
222,FL,Hendry,46.74,0.19078947368421054,304,58.0,340000.0,82.0,80.0,64,$182k-$384k,Moderate buyer activity
223,MI,Huron,46.43,0.22522522522522523,111,25.0,249900.0,49.0,24.0,52,$125k-$333k,Moderate buyer activity
224,GA,Fannin,46.32,0.15351506456241032,697,107.0,724500.0,63.0,240.0,196,$435k-$450k,Moderate buyer activity
