State,County,ZIP,ZIP Score,Pending Ratio,Active Listing Count,Pending Listing Count,Estimated Population,Estimated Lead Volume,Median Listing Price,Median Days on Market,Price Decrease Count,Recommended Home Value Range,Last Used Date,Eligible Based on Cooldown,Manual Review Flag
AL,Theodore Zip Market,36582,65.82,0.6714285714285714,70,47.0,70.0,70.0,249000.0,59.0,24.0,$131k-$341k,,True,
AL,Birmingham Zip Market,35235,64.96,0.5555555555555556,63,35.0,63.0,63.0,200000.0,45.0,28.0,$105k-$274k,,True,
AL,Wetumpka Zip Market,36092,64.76,0.7272727272727273,55,40.0,55.0,55.0,303950.0,35.0,16.0,$160k-$350k,,True,
AL,Hartselle Zip Market,35640,64.62,0.4666666666666667,90,42.0,90.0,90.0,282244.0,58.0,36.0,$148k-$350k,,True,
AL,Phenix City Zip Market,36867,64.43,0.6949152542372882,59,41.0,59.0,59.0,289900.0,46.0,16.0,$152k-$350k,,True,
AL,Toney Zip Market,35773,64.4,0.6627906976744186,86,57.0,86.0,86.0,332445.0,58.0,20.0,$175k-$350k,,True,
AL,Pinson Zip Market,35126,64.35,0.45555555555555555,90,41.0,90.0,90.0,265000.0,60.0,40.0,$139k-$350k,,True,
AL,Dothan Zip Market,36303,63.97,0.41836734693877553,98,41.0,98.0,98.0,265000.0,51.0,24.0,$139k-$350k,,True,
AL,Anniston Zip Market,36207,63.97,0.5692307692307692,65,37.0,65.0,65.0,283500.0,43.0,16.0,$149k-$350k,,True,
AL,Meridianville Zip Market,35759,63.95,0.4697986577181208,149,70.0,149.0,149.0,349838.0,71.0,40.0,$184k-$350k,,True,
AL,Phenix City Zip Market,36870,63.83,0.6545454545454545,55,36.0,55.0,55.0,280000.0,39.0,12.0,$147k-$350k,,True,
AL,Athens Zip Market,35613,63.69,0.4064516129032258,310,126.0,310.0,310.0,466699.0,49.0,100.0,$245k-$350k,,True,
AL,Fairhope Zip Market,36532,63.68,0.5,274,137.0,274.0,274.0,649900.0,65.0,92.0,$341k-$350k,,True,
AL,Daphne Zip Market,36527,63.18,0.7384615384615385,130,96.0,130.0,130.0,432450.0,71.0,44.0,$227k-$350k,,True,
AL,Chelsea Zip Market,35043,63.16,0.75,88,66.0,88.0,88.0,419900.0,51.0,36.0,$220k-$350k,,True,
AL,Ozark Zip Market,36360,63.09,0.5675675675675675,74,42.0,74.0,74.0,212000.0,64.0,20.0,$111k-$290k,,True,
AL,Mc Calla Zip Market,35111,62.8,0.4842105263157895,95,46.0,95.0,95.0,349850.0,53.0,36.0,$184k-$350k,,True,
AL,Helena Zip Market,35080,62.77,0.8591549295774648,71,61.0,71.0,71.0,425000.0,33.0,28.0,$223k-$350k,,True,
AL,Prattville Zip Market,36067,62.43,0.8541666666666666,48,41.0,48.0,48.0,322500.0,43.0,16.0,$169k-$350k,,True,
AL,Birmingham Zip Market,35211,62.35,0.47191011235955055,89,42.0,89.0,89.0,108900.0,69.0,28.0,$75k-$149k,,True,
AL,Birmingham Zip Market,35226,62.24,0.7692307692307693,104,80.0,104.0,104.0,505000.0,29.0,40.0,$265k-$350k,,True,
AL,Madison Zip Market,35757,62.05,0.6082474226804123,97,59.0,97.0,97.0,424900.0,52.0,44.0,$223k-$350k,,True,
AL,Decatur Zip Market,35601,61.82,0.32231404958677684,121,39.0,121.0,121.0,236950.0,57.0,48.0,$124k-$325k,,True,
AL,Huntsville Zip Market,35802,61.76,0.5806451612903226,93,54.0,93.0,93.0,377400.0,58.0,28.0,$198k-$350k,,True,
AL,Lincoln Zip Market,35096,61.74,1.3333333333333333,45,60.0,45.0,45.0,261250.0,67.0,12.0,$137k-$350k,,True,
AL,Birmingham Zip Market,35214,61.72,0.851063829787234,47,40.0,47.0,47.0,150000.0,58.0,12.0,$79k-$206k,,True,
AL,Phenix City Zip Market,36869,61.57,0.7567567567567568,37,28.0,37.0,37.0,249900.0,38.0,12.0,$131k-$342k,,True,
AL,Deatsville Zip Market,36022,61.52,0.7916666666666666,48,38.0,48.0,48.0,349900.0,38.0,20.0,$184k-$350k,,True,
AL,Tuscumbia Zip Market,35674,61.24,0.3333333333333333,96,32.0,96.0,96.0,239990.0,42.0,32.0,$126k-$329k,,True,
AL,Moody Zip Market,35004,61.16,0.723404255319149,47,34.0,47.0,47.0,316720.0,44.0,16.0,$166k-$350k,,True,
AL,Florence Zip Market,35633,61.0,0.5555555555555556,72,40.0,72.0,72.0,329900.0,51.0,16.0,$173k-$350k,,True,
AL,Gardendale Zip Market,35071,60.9,0.64,50,32.0,50.0,50.0,286950.0,50.0,12.0,$151k-$350k,,True,
AL,Prattville Zip Market,36066,60.67,2.275,40,91.0,40.0,40.0,376750.0,36.0,16.0,$198k-$350k,,True,
AL,Huntsville Zip Market,35824,60.28,1.0869565217391304,46,50.0,46.0,46.0,356950.0,35.0,8.0,$187k-$350k,,True,
AL,Tuscaloosa Zip Market,35404,60.12,0.4605263157894737,76,35.0,76.0,76.0,289500.0,54.0,16.0,$152k-$350k,,True,
AL,Mobile Zip Market,36693,59.76,0.5294117647058824,68,36.0,68.0,68.0,299000.0,64.0,20.0,$157k-$350k,,True,
AL,Huntsville Zip Market,35803,59.67,0.4930555555555556,144,71.0,144.0,144.0,435000.0,68.0,48.0,$228k-$350k,,True,
AL,Saraland Zip Market,36571,59.4,0.5094339622641509,53,27.0,53.0,53.0,279900.0,51.0,16.0,$147k-$350k,,True,
AL,Leeds Zip Market,35094,58.98,0.6212121212121212,66,41.0,66.0,66.0,330000.0,64.0,16.0,$173k-$350k,,True,
AL,Mobile Zip Market,36619,58.63,0.7948717948717948,39,31.0,39.0,39.0,279450.0,61.0,12.0,$147k-$350k,,True,
AL,Birmingham Zip Market,35206,58.54,0.4230769230769231,78,33.0,78.0,78.0,120000.0,67.0,24.0,$75k-$164k,,True,
AL,Pelham Zip Market,35124,58.32,0.7555555555555555,90,68.0,90.0,90.0,497450.0,40.0,28.0,$261k-$350k,,True,
AL,Pike Road Zip Market,36064,58.3,0.9222222222222223,90,83.0,90.0,90.0,450000.0,68.0,24.0,$236k-$350k,,True,
AL,Gadsden Zip Market,35904,58.27,0.48,50,24.0,50.0,50.0,140500.0,44.0,12.0,$75k-$192k,,True,
AL,Mobile Zip Market,36618,58.04,0.7631578947368421,38,29.0,38.0,38.0,203450.0,57.0,8.0,$107k-$279k,,True,
AL,Fort Mitchell Zip Market,36856,57.99,1.4848484848484849,33,49.0,33.0,33.0,359900.0,30.0,8.0,$189k-$350k,,True,
AL,Montgomery Zip Market,36111,57.39,0.42424242424242425,66,28.0,66.0,66.0,249450.0,65.0,28.0,$131k-$342k,,True,
AL,Wetumpka Zip Market,36093,57.08,0.6101694915254238,59,36.0,59.0,59.0,399900.0,44.0,20.0,$210k-$350k,,True,
AL,Gadsden Zip Market,35903,57.04,0.4489795918367347,49,22.0,49.0,49.0,177445.0,53.0,24.0,$93k-$243k,,True,
AL,Birmingham Zip Market,35209,56.94,0.6666666666666666,51,34.0,51.0,51.0,414390.0,37.0,24.0,$218k-$350k,,True,
AL,Mount Olive Zip Market,35117,56.93,1.04,25,26.0,25.0,25.0,306500.0,44.0,12.0,$161k-$350k,,True,
AL,Birmingham Zip Market,35210,56.77,0.7948717948717948,39,31.0,39.0,39.0,324450.0,57.0,12.0,$170k-$350k,,True,
AL,Valley Zip Market,36854,56.58,0.35714285714285715,70,25.0,70.0,70.0,294600.0,47.0,28.0,$155k-$350k,,True,
AL,Oxford Zip Market,36203,55.91,0.5777777777777777,45,26.0,45.0,45.0,282000.0,65.0,12.0,$148k-$350k,,True,
AL,Huntsville Zip Market,35806,55.87,0.48672566371681414,113,55.0,113.0,113.0,450000.0,62.0,32.0,$236k-$350k,,True,
AL,Silverhill Zip Market,36576,55.87,0.9629629629629629,27,26.0,27.0,27.0,314950.0,41.0,8.0,$165k-$350k,,True,
AL,Montgomery Zip Market,36106,55.77,0.32098765432098764,81,26.0,81.0,81.0,250000.0,58.0,28.0,$131k-$342k,,True,
AL,Fultondale Zip Market,35068,55.55,2.6363636363636362,22,58.0,22.0,22.0,271850.0,69.0,16.0,$143k-$350k,,True,
AL,Hanceville Zip Market,35077,55.48,0.43548387096774194,62,27.0,62.0,62.0,287450.0,65.0,20.0,$151k-$350k,,True,
AL,Albertville Zip Market,35950,55.43,0.5384615384615384,52,28.0,52.0,52.0,329900.0,55.0,12.0,$173k-$350k,,True,
AL,Mobile Zip Market,36611,55.37,0.8571428571428571,21,18.0,21.0,21.0,130576.0,53.0,16.0,$75k-$179k,,True,
AL,Killen Zip Market,35645,55.34,0.4177215189873418,79,33.0,79.0,79.0,369900.0,59.0,36.0,$194k-$350k,,True,
AL,Birmingham Zip Market,35228,55.33,0.5686274509803921,51,29.0,51.0,51.0,90000.0,72.0,16.0,$75k-$123k,,True,
AL,Mobile Zip Market,36605,55.2,0.46938775510204084,49,23.0,49.0,49.0,142450.0,66.0,20.0,$75k-$195k,,True,
AL,Alexander City Zip Market,35010,54.92,0.3524590163934426,122,43.0,122.0,122.0,331500.0,74.0,24.0,$174k-$350k,,True,
AL,Millbrook Zip Market,36054,54.91,1.5238095238095237,21,32.0,21.0,21.0,300700.0,35.0,0.0,$158k-$350k,,True,
AL,Dothan Zip Market,36305,54.58,0.6981132075471698,53,37.0,53.0,53.0,387450.0,57.0,12.0,$203k-$350k,,True,
AL,Adamsville Zip Market,35005,54.38,0.6,25,15.0,25.0,25.0,125325.0,44.0,12.0,$75k-$172k,,True,
AL,Irvington Zip Market,36544,54.25,0.6071428571428571,28,17.0,28.0,28.0,297450.0,44.0,12.0,$156k-$350k,,True,
AL,Grand Bay Zip Market,36541,54.15,0.6190476190476191,42,26.0,42.0,42.0,299605.0,75.0,16.0,$157k-$350k,,True,
AL,Arab Zip Market,35016,53.5,0.30434782608695654,92,28.0,92.0,92.0,299000.0,71.0,36.0,$157k-$350k,,True,
AL,Birmingham Zip Market,35205,53.47,0.2988505747126437,87,26.0,87.0,87.0,299900.0,60.0,28.0,$157k-$350k,,True,
AL,Tuscaloosa Zip Market,35406,53.46,0.5242718446601942,103,54.0,103.0,103.0,735000.0,56.0,32.0,$386k-$350k,,True,
AL,Jemison Zip Market,35085,53.45,0.7727272727272727,22,17.0,22.0,22.0,249950.0,58.0,12.0,$131k-$342k,,True,
AL,Springville Zip Market,35146,53.38,0.38571428571428573,70,27.0,70.0,70.0,379000.0,51.0,40.0,$199k-$350k,,True,
AL,Anniston Zip Market,36206,53.32,0.7083333333333334,24,17.0,24.0,24.0,189900.0,45.0,4.0,$100k-$260k,,True,
AL,Northport Zip Market,35473,53.28,0.4489795918367347,49,22.0,49.0,49.0,337445.0,40.0,12.0,$177k-$350k,,True,
AL,Muscle Shoals Zip Market,35661,53.24,0.33663366336633666,101,34.0,101.0,101.0,339900.0,71.0,32.0,$178k-$350k,,True,
AL,Opelika Zip Market,36804,53.22,0.27586206896551724,87,24.0,87.0,87.0,322799.0,44.0,24.0,$169k-$350k,,True,
AL,Warrior Zip Market,35180,53.19,0.3898305084745763,59,23.0,59.0,59.0,299425.0,66.0,32.0,$157k-$350k,,True,
AL,Gadsden Zip Market,35905,53.13,0.4642857142857143,28,13.0,28.0,28.0,277450.0,36.0,16.0,$146k-$350k,,True,
AL,Columbiana Zip Market,35051,52.95,1.0,38,38.0,38.0,38.0,319500.0,101.0,12.0,$168k-$350k,,True,
AL,Pell City Zip Market,35125,52.94,1.0,16,16.0,16.0,16.0,239900.0,51.0,8.0,$126k-$329k,,True,
AL,Sylacauga Zip Market,35150,52.7,0.42105263157894735,57,24.0,57.0,57.0,185700.0,73.0,16.0,$97k-$254k,,True,
AL,Tuscaloosa Zip Market,35401,52.34,0.46540880503144655,159,74.0,159.0,159.0,475000.0,72.0,24.0,$249k-$350k,,True,
AL,Birmingham Zip Market,35208,52.3,0.2840909090909091,88,25.0,88.0,88.0,99900.0,66.0,20.0,$75k-$137k,,True,
AL,Kimberly Zip Market,35091,51.94,1.2857142857142858,28,36.0,28.0,28.0,293900.0,86.0,8.0,$154k-$350k,,True,
AL,Jacksonville Zip Market,36265,51.9,0.6071428571428571,28,17.0,28.0,28.0,257950.0,53.0,4.0,$135k-$350k,,True,
AL,Opelika Zip Market,36801,51.67,0.07878787878787878,165,13.0,165.0,165.0,343745.0,65.0,44.0,$180k-$350k,,True,
AL,Gulf Shores Zip Market,36542,51.66,0.18859138533178113,859,162.0,859.0,859.0,539950.0,75.0,200.0,$283k-$350k,,True,
AL,Robertsdale Zip Market,36567,51.45,0.3880597014925373,67,26.0,67.0,67.0,322450.0,67.0,20.0,$169k-$350k,,True,
AL,Auburn Zip Market,36830,51.44,0.03115264797507788,321,10.0,321.0,321.0,499999.0,51.0,128.0,$262k-$350k,,True,
AL,Talladega Zip Market,35160,51.21,0.34210526315789475,76,26.0,76.0,76.0,274900.0,77.0,16.0,$144k-$350k,,True,
AL,Hazel Green Zip Market,35750,51.05,0.36363636363636365,77,28.0,77.0,77.0,321900.0,75.0,24.0,$169k-$350k,,True,
AL,Trinity Zip Market,35673,50.96,0.8888888888888888,18,16.0,18.0,18.0,310000.0,51.0,8.0,$163k-$350k,,True,
AL,Bay Minette Zip Market,36507,50.82,0.3333333333333333,69,23.0,69.0,69.0,299950.0,65.0,20.0,$157k-$350k,,True,
AL,Montevallo Zip Market,35115,50.73,0.3728813559322034,59,22.0,59.0,59.0,322900.0,52.0,12.0,$170k-$350k,,True,
AL,Orange Beach Zip Market,36561,50.69,0.19164265129682997,694,133.0,694.0,694.0,750000.0,81.0,136.0,$394k-$350k,,True,
AL,Moundville Zip Market,35474,50.54,1.0,22,22.0,22.0,22.0,319900.0,56.0,4.0,$168k-$350k,,True,
AL,Attalla Zip Market,35954,50.49,0.5555555555555556,27,15.0,27.0,27.0,209900.0,52.0,4.0,$110k-$288k,,True,
AL,Birmingham Zip Market,35212,50.43,0.4,55,22.0,55.0,55.0,224450.0,79.0,16.0,$118k-$307k,,True,
AL,Berry Zip Market,35546,50.36,0.7894736842105263,19,15.0,19.0,19.0,344900.0,22.0,4.0,$181k-$350k,,True,
AL,Smiths Station Zip Market,36877,50.34,0.5384615384615384,52,28.0,52.0,52.0,376250.0,54.0,4.0,$198k-$350k,,True,
AL,Bessemer Zip Market,35020,50.29,0.3235294117647059,68,22.0,68.0,68.0,95000.0,67.0,20.0,$75k-$130k,,True,
AL,Vance Zip Market,35490,50.28,1.0,18,18.0,18.0,18.0,285000.0,60.0,4.0,$150k-$350k,,True,
AL,Lillian Zip Market,36549,49.58,0.391304347826087,46,18.0,46.0,46.0,323000.0,57.0,20.0,$170k-$350k,,True,
AL,Hamilton Zip Market,35570,49.53,0.4375,32,14.0,32.0,32.0,249500.0,51.0,8.0,$131k-$342k,,True,
AL,Sheffield Zip Market,35660,49.51,0.43902439024390244,41,18.0,41.0,41.0,174900.0,66.0,8.0,$92k-$240k,,True,
AL,Gadsden Zip Market,35901,49.49,0.4411764705882353,68,30.0,68.0,68.0,339900.0,95.0,16.0,$178k-$350k,,True,
AL,Clanton Zip Market,35045,49.21,0.328125,64,21.0,64.0,64.0,250000.0,72.0,16.0,$131k-$342k,,True,
AL,Hayden Zip Market,35079,49.03,0.7083333333333334,24,17.0,24.0,24.0,232500.0,70.0,4.0,$122k-$319k,,True,
AL,Huntsville Zip Market,35805,48.91,0.3220338983050847,59,19.0,59.0,59.0,214900.0,67.0,16.0,$113k-$294k,,True,
AL,Daleville Zip Market,36322,48.71,0.7058823529411765,17,12.0,17.0,17.0,175000.0,56.0,4.0,$92k-$240k,,True,
AL,Childersburg Zip Market,35044,48.69,0.7916666666666666,24,19.0,24.0,24.0,196165.0,78.0,4.0,$103k-$269k,,True,
AL,Piedmont Zip Market,36272,48.62,0.38235294117647056,34,13.0,34.0,34.0,175000.0,42.0,8.0,$92k-$240k,,True,
AL,Eight Mile Zip Market,36613,48.45,0.9444444444444444,18,17.0,18.0,18.0,165000.0,72.0,4.0,$87k-$226k,,True,
AL,Brewton Zip Market,36426,48.35,0.4857142857142857,35,17.0,35.0,35.0,199000.0,75.0,8.0,$104k-$273k,,True,
AL,Rainsville Zip Market,35986,48.34,0.64,25,16.0,25.0,25.0,292400.0,65.0,4.0,$154k-$350k,,True,
AL,Birmingham Zip Market,35204,48.2,0.5,34,17.0,34.0,34.0,99000.0,75.0,8.0,$75k-$136k,,True,
AL,Selma Zip Market,36701,48.1,0.3333333333333333,60,20.0,60.0,60.0,137998.0,77.0,16.0,$75k-$189k,,True,
AL,Mobile Zip Market,36617,47.96,0.7142857142857143,14,10.0,14.0,14.0,130023.0,53.0,4.0,$75k-$178k,,True,
AL,Weaver Zip Market,36277,47.96,0.7142857142857143,14,10.0,14.0,14.0,177250.0,53.0,4.0,$93k-$243k,,True,
AL,Pleasant Grove Zip Market,35127,47.7,0.39285714285714285,28,11.0,28.0,28.0,229900.0,38.0,8.0,$121k-$315k,,True,
AL,Elkmont Zip Market,35620,47.67,0.5925925925925926,27,16.0,27.0,27.0,321450.0,64.0,8.0,$169k-$350k,,True,
AL,Birmingham Zip Market,35224,47.62,0.6363636363636364,22,14.0,22.0,22.0,80950.0,49.0,4.0,$75k-$111k,,True,
AL,Town Creek Zip Market,35672,47.47,0.6153846153846154,13,8.0,13.0,13.0,249900.0,44.0,4.0,$131k-$342k,,True,
AL,Midland City Zip Market,36350,47.3,0.45714285714285713,35,16.0,35.0,35.0,264900.0,66.0,4.0,$139k-$350k,,True,
AL,Crossville Zip Market,35962,47.24,0.5263157894736842,19,10.0,19.0,19.0,239000.0,50.0,4.0,$125k-$327k,,True,
AL,Oneonta Zip Market,35121,46.59,0.41025641025641024,39,16.0,39.0,39.0,369500.0,51.0,16.0,$194k-$350k,,True,
AL,New Hope Zip Market,35760,46.13,0.7222222222222222,18,13.0,18.0,18.0,374750.0,46.0,8.0,$197k-$350k,,True,
AL,Tallassee Zip Market,36078,46.06,0.2711864406779661,59,16.0,59.0,59.0,314950.0,51.0,12.0,$165k-$350k,,True,
AL,Headland Zip Market,36345,46.0,0.3333333333333333,51,17.0,51.0,51.0,355400.0,60.0,28.0,$187k-$350k,,True,
AL,Birmingham Zip Market,35243,45.95,0.8157894736842105,38,31.0,38.0,38.0,690000.0,31.0,4.0,$362k-$350k,,True,
AL,Huntsville Zip Market,35816,45.91,0.38235294117647056,34,13.0,34.0,34.0,181950.0,69.0,16.0,$96k-$249k,,True,
AL,Cottondale Zip Market,35453,45.89,0.48,25,12.0,25.0,25.0,262450.0,68.0,8.0,$138k-$350k,,True,
AL,Boaz Zip Market,35957,45.69,0.35555555555555557,45,16.0,45.0,45.0,249450.0,88.0,20.0,$131k-$342k,,True,
AL,Loxley Zip Market,36551,45.51,0.2923076923076923,65,19.0,65.0,65.0,362238.0,57.0,20.0,$190k-$350k,,True,
AL,Gadsden Zip Market,35907,45.49,0.4,35,14.0,35.0,35.0,379900.0,34.0,12.0,$199k-$350k,,True,
AL,Auburn Zip Market,36832,45.15,0.08275862068965517,145,12.0,145.0,145.0,442733.0,52.0,36.0,$232k-$350k,,True,
AL,Cullman Zip Market,35058,45.15,0.2807017543859649,57,16.0,57.0,57.0,312400.0,61.0,16.0,$164k-$350k,,True,
AL,Alabaster Zip Market,35114,45.12,0.8235294117647058,17,14.0,17.0,17.0,410000.0,29.0,4.0,$215k-$350k,,True,
AL,Newton Zip Market,36352,45.1,0.5,24,12.0,24.0,24.0,325200.0,51.0,4.0,$171k-$350k,,True,
AL,Atmore Zip Market,36502,45.08,0.34285714285714286,35,12.0,35.0,35.0,175370.0,54.0,8.0,$92k-$240k,,True,
AL,Northport Zip Market,35475,45.03,0.35106382978723405,94,33.0,94.0,94.0,522450.0,52.0,28.0,$274k-$350k,,True,
AL,Birmingham Zip Market,35222,44.99,0.4,40,16.0,40.0,40.0,394450.0,49.0,16.0,$207k-$350k,,True,
AL,Summerdale Zip Market,36580,44.88,0.6216216216216216,37,23.0,37.0,37.0,399900.0,92.0,16.0,$210k-$350k,,True,
AL,Salem Zip Market,36874,44.71,0.5740740740740741,54,31.0,54.0,54.0,458900.0,51.0,8.0,$241k-$350k,,True,
AL,Birmingham Zip Market,35217,44.58,0.4186046511627907,43,18.0,43.0,43.0,84000.0,85.0,12.0,$75k-$115k,,True,
AL,Moulton Zip Market,35650,44.57,0.3870967741935484,31,12.0,31.0,31.0,299000.0,54.0,8.0,$157k-$350k,,True,
AL,Russellville Zip Market,35654,44.46,0.47058823529411764,17,8.0,17.0,17.0,247400.0,50.0,4.0,$130k-$339k,,True,
AL,Florence Zip Market,35634,44.44,0.6046511627906976,43,26.0,43.0,43.0,499500.0,49.0,12.0,$262k-$350k,,True,
AL,Birmingham Zip Market,35218,43.84,0.39285714285714285,28,11.0,28.0,28.0,106500.0,56.0,4.0,$75k-$146k,,True,
AL,Dadeville Zip Market,36853,43.82,0.23563218390804597,174,41.0,174.0,174.0,639900.0,76.0,56.0,$336k-$350k,,True,
AL,Mobile Zip Market,36603,43.73,0.47368421052631576,19,9.0,19.0,19.0,205000.0,54.0,0.0,$108k-$281k,,True,
AL,Somerville Zip Market,35670,43.33,0.625,16,10.0,16.0,16.0,367450.0,44.0,4.0,$193k-$350k,,True,
AL,Anniston Zip Market,36201,43.16,0.39473684210526316,38,15.0,38.0,38.0,94950.0,83.0,8.0,$75k-$130k,,True,
AL,Birmingham Zip Market,35213,42.7,1.7894736842105263,19,34.0,19.0,19.0,542450.0,18.0,4.0,$285k-$350k,,True,
AL,Eufaula Zip Market,36027,42.43,0.12048192771084337,83,10.0,83.0,83.0,296500.0,95.0,28.0,$156k-$350k,,True,
AL,Red Bay Zip Market,35582,42.23,0.5,12,6.0,12.0,12.0,177500.0,51.0,0.0,$93k-$243k,,True,
AL,Albertville Zip Market,35951,42.14,0.4594594594594595,37,17.0,37.0,37.0,339000.0,93.0,8.0,$178k-$350k,,True,
AL,Heflin Zip Market,36264,42.08,0.4444444444444444,27,12.0,27.0,27.0,264500.0,92.0,8.0,$139k-$350k,,True,
AL,Lanett Zip Market,36863,42.04,0.2857142857142857,35,10.0,35.0,35.0,214900.0,47.0,4.0,$113k-$294k,,True,
AL,Boaz Zip Market,35956,41.83,0.2571428571428571,35,9.0,35.0,35.0,289900.0,57.0,20.0,$152k-$350k,,True,
AL,Satsuma Zip Market,36572,41.78,0.5833333333333334,12,7.0,12.0,12.0,319000.0,51.0,0.0,$167k-$350k,,True,
AL,Roanoke Zip Market,36274,41.69,0.35714285714285715,28,10.0,28.0,28.0,272450.0,64.0,8.0,$143k-$350k,,True,
AL,Gurley Zip Market,35748,41.64,0.8461538461538461,39,33.0,39.0,39.0,712500.0,84.0,16.0,$374k-$350k,,True,
AL,Andalusia Zip Market,36420,41.51,0.20454545454545456,44,9.0,44.0,44.0,205000.0,65.0,20.0,$108k-$281k,,True,
AL,Athens Zip Market,35614,41.28,0.3103448275862069,29,9.0,29.0,29.0,311900.0,40.0,8.0,$164k-$350k,,True,
