State,County,ZIP,ZIP Score,Pending Ratio,Active Listing Count,Pending Listing Count,Estimated Population,Estimated Lead Volume,Median Listing Price,Median Days on Market,Price Decrease Count,Recommended Home Value Range,Last Used Date,Eligible Based on Cooldown,Manual Review Flag
FL,Sebastian Zip Market,32958,68.89,0.3640552995391705,217,79.0,217.0,217.0,385000.0,73.0,84.0,$206k-$435k,,True,
FL,Lake Worth Zip Market,33463,68.88,0.3425196850393701,254,87.0,254.0,254.0,299900.0,68.0,60.0,$160k-$339k,,True,
FL,Tampa Zip Market,33626,68.87,0.5444444444444444,90,49.0,90.0,90.0,484950.0,45.0,44.0,$259k-$548k,,True,
FL,Pensacola Zip Market,32503,68.82,0.39490445859872614,157,62.0,157.0,157.0,349000.0,60.0,64.0,$187k-$394k,,True,
FL,Cape Coral Zip Market,33993,68.79,0.2574772431729519,769,198.0,769.0,769.0,415900.0,80.0,276.0,$223k-$470k,,True,
FL,New Smyrna Beach Zip Market,32168,68.73,0.3238434163701068,281,91.0,281.0,281.0,414950.0,77.0,108.0,$222k-$469k,,True,
FL,Titusville Zip Market,32780,68.71,0.2968197879858657,283,84.0,283.0,283.0,282450.0,67.0,96.0,$151k-$319k,,True,
FL,Vero Beach Zip Market,32967,68.6,0.34285714285714286,315,108.0,315.0,315.0,469275.0,84.0,92.0,$251k-$530k,,True,
FL,Casselberry Zip Market,32707,68.55,0.5945945945945946,74,44.0,74.0,74.0,320000.0,43.0,32.0,$171k-$362k,,True,
FL,Bartow Zip Market,33830,68.47,0.5242718446601942,103,54.0,103.0,103.0,329000.0,63.0,48.0,$176k-$372k,,True,
FL,Fort Myers Zip Market,33916,68.42,0.4327485380116959,171,74.0,171.0,171.0,284500.0,78.0,56.0,$152k-$321k,,True,
FL,Dunnellon Zip Market,34434,68.4,0.32857142857142857,280,92.0,280.0,280.0,278900.0,79.0,96.0,$149k-$315k,,True,
FL,Jacksonville Zip Market,32221,68.38,0.5280898876404494,89,47.0,89.0,89.0,325000.0,56.0,48.0,$174k-$367k,,True,
FL,Delray Beach Zip Market,33445,68.38,0.31297709923664124,262,82.0,262.0,262.0,272500.0,69.0,84.0,$146k-$308k,,True,
FL,Lady Lake Zip Market,32159,68.37,0.39408866995073893,203,80.0,203.0,203.0,359150.0,75.0,56.0,$192k-$406k,,True,
FL,Tampa Zip Market,33612,68.35,0.46153846153846156,91,42.0,91.0,91.0,382450.0,40.0,44.0,$205k-$432k,,True,
FL,Hudson Zip Market,34667,68.2,0.2907608695652174,368,107.0,368.0,368.0,339900.0,83.0,160.0,$182k-$384k,,True,
FL,Pensacola Zip Market,32507,68.16,0.27713625866050806,433,120.0,433.0,433.0,479000.0,72.0,124.0,$256k-$541k,,True,
FL,Lehigh Acres Zip Market,33974,68.1,0.26260504201680673,476,125.0,476.0,476.0,326000.0,81.0,148.0,$174k-$368k,,True,
FL,Lakeland Zip Market,33811,68.07,0.44,125,55.0,125.0,125.0,349900.0,55.0,40.0,$187k-$395k,,True,
FL,Tallahassee Zip Market,32308,68.03,0.6875,64,44.0,64.0,64.0,422500.0,35.0,20.0,$226k-$477k,,True,
FL,Delray Beach Zip Market,33484,68.0,0.2616136919315403,409,107.0,409.0,409.0,190000.0,74.0,124.0,$130k-$215k,,True,
FL,Fort Myers Zip Market,33905,67.95,0.30564784053156147,301,92.0,301.0,301.0,389500.0,78.0,100.0,$208k-$440k,,True,
FL,North Fort Myers Zip Market,33917,67.94,0.30952380952380953,294,91.0,294.0,294.0,325000.0,79.0,104.0,$174k-$367k,,True,
FL,Bonita Springs Zip Market,34135,67.88,0.3048128342245989,561,171.0,561.0,561.0,499000.0,86.0,160.0,$267k-$550k,,True,
FL,Boca Raton Zip Market,33428,67.85,0.38071065989847713,197,75.0,197.0,197.0,380000.0,73.0,60.0,$203k-$429k,,True,
FL,Lehigh Acres Zip Market,33976,67.83,0.2867132867132867,286,82.0,286.0,286.0,335000.0,73.0,136.0,$179k-$379k,,True,
FL,Cape Coral Zip Market,33904,67.82,0.2407766990291262,515,124.0,515.0,515.0,430000.0,78.0,184.0,$230k-$486k,,True,
FL,Mount Dora Zip Market,32757,67.79,0.33201581027667987,253,84.0,253.0,253.0,474950.0,72.0,104.0,$254k-$537k,,True,
FL,Lutz Zip Market,33558,67.66,0.4878048780487805,123,60.0,123.0,123.0,500000.0,56.0,40.0,$268k-$550k,,True,
FL,Tavares Zip Market,32778,67.66,0.4107142857142857,168,69.0,168.0,168.0,350000.0,77.0,64.0,$187k-$395k,,True,
FL,Cocoa Zip Market,32927,67.58,0.6265060240963856,83,52.0,83.0,83.0,329000.0,61.0,32.0,$176k-$372k,,True,
FL,Bradenton Zip Market,34212,67.53,0.450261780104712,191,86.0,191.0,191.0,535085.0,78.0,92.0,$286k-$550k,,True,
FL,Punta Gorda Zip Market,33950,67.52,0.28603603603603606,444,127.0,444.0,444.0,456000.0,99.0,136.0,$244k-$515k,,True,
FL,Fort Myers Zip Market,33913,67.5,0.275390625,512,141.0,512.0,512.0,489000.0,78.0,172.0,$262k-$550k,,True,
FL,Cape Coral Zip Market,33990,67.5,0.35294117647058826,204,72.0,204.0,204.0,395000.0,74.0,84.0,$211k-$446k,,True,
FL,Summerfield Zip Market,34491,67.49,0.30303030303030304,330,100.0,330.0,330.0,299900.0,88.0,100.0,$160k-$339k,,True,
FL,Winter Haven Zip Market,33881,67.48,0.35406698564593303,209,74.0,209.0,209.0,286975.0,72.0,64.0,$154k-$324k,,True,
FL,Seminole Zip Market,33772,67.45,0.41284403669724773,109,45.0,109.0,109.0,355000.0,47.0,48.0,$190k-$401k,,True,
FL,Palm Bay Zip Market,32905,67.44,0.4357142857142857,140,61.0,140.0,140.0,267995.0,67.0,48.0,$143k-$303k,,True,
FL,Panama City Zip Market,32405,67.42,0.2857142857142857,182,52.0,182.0,182.0,342500.0,50.0,84.0,$183k-$387k,,True,
FL,Dunnellon Zip Market,34432,67.4,0.39779005524861877,181,72.0,181.0,181.0,337000.0,76.0,56.0,$180k-$381k,,True,
FL,Port Charlotte Zip Market,33952,67.39,0.27197802197802196,364,99.0,364.0,364.0,250000.0,81.0,156.0,$134k-$282k,,True,
FL,Leesburg Zip Market,34748,67.26,0.25842696629213485,356,92.0,356.0,356.0,315000.0,74.0,116.0,$169k-$356k,,True,
FL,Apollo Beach Zip Market,33572,67.24,0.3115727002967359,337,105.0,337.0,337.0,534999.0,68.0,144.0,$286k-$550k,,True,
FL,Orlando Zip Market,32806,67.21,0.4774774774774775,111,53.0,111.0,111.0,509000.0,57.0,68.0,$272k-$550k,,True,
FL,Boynton Beach Zip Market,33472,67.19,0.48507462686567165,134,65.0,134.0,134.0,369000.0,78.0,44.0,$197k-$417k,,True,
FL,Tampa Zip Market,33615,67.18,0.3626943005181347,193,70.0,193.0,193.0,412450.0,73.0,72.0,$221k-$466k,,True,
FL,Orlando Zip Market,32832,67.16,0.4321608040201005,199,86.0,199.0,199.0,562500.0,65.0,64.0,$301k-$550k,,True,
FL,Riverview Zip Market,33569,67.16,0.4424778761061947,113,50.0,113.0,113.0,435000.0,58.0,48.0,$233k-$492k,,True,
FL,Palm Harbor Zip Market,34684,67.14,0.3582089552238806,201,72.0,201.0,201.0,320000.0,73.0,64.0,$171k-$362k,,True,
FL,Fort Lauderdale Zip Market,33311,67.13,0.2682291666666667,384,103.0,384.0,384.0,389900.0,74.0,76.0,$209k-$441k,,True,
FL,Kissimmee Zip Market,34746,67.04,0.23365617433414043,826,193.0,826.0,826.0,399900.0,86.0,168.0,$214k-$452k,,True,
FL,Pompano Beach Zip Market,33064,67.0,0.2800925925925926,432,121.0,432.0,432.0,375000.0,86.0,80.0,$201k-$424k,,True,
FL,Tampa Zip Market,33619,66.92,0.42857142857142855,105,45.0,105.0,105.0,349980.0,53.0,52.0,$187k-$395k,,True,
FL,Land O Lakes Zip Market,34639,66.88,0.4810126582278481,79,38.0,79.0,79.0,424000.0,46.0,44.0,$227k-$479k,,True,
FL,Orlando Zip Market,32818,66.74,0.5862068965517241,87,51.0,87.0,87.0,350000.0,66.0,36.0,$187k-$395k,,True,
FL,Daytona Beach Zip Market,32124,66.71,0.391304347826087,161,63.0,161.0,161.0,424900.0,75.0,72.0,$227k-$480k,,True,
FL,Homestead Zip Market,33032,66.67,0.260233918128655,342,89.0,342.0,342.0,465000.0,71.0,88.0,$249k-$525k,,True,
FL,Longwood Zip Market,32750,66.56,0.6119402985074627,67,41.0,67.0,67.0,435000.0,53.0,36.0,$233k-$492k,,True,
FL,Naples Zip Market,34112,66.54,0.2634989200863931,463,122.0,463.0,463.0,388500.0,93.0,100.0,$208k-$439k,,True,
FL,Pinellas Park Zip Market,33781,66.54,0.4819277108433735,83,40.0,83.0,83.0,335000.0,43.0,28.0,$179k-$379k,,True,
FL,Jacksonville Zip Market,32222,66.52,0.5671641791044776,67,38.0,67.0,67.0,330000.0,47.0,36.0,$177k-$373k,,True,
FL,New Port Richey Zip Market,34653,66.46,0.35526315789473684,152,54.0,152.0,152.0,255900.0,65.0,92.0,$137k-$289k,,True,
FL,Vero Beach Zip Market,32962,66.42,0.32,225,72.0,225.0,225.0,234800.0,72.0,68.0,$130k-$265k,,True,
FL,Tallahassee Zip Market,32311,66.36,0.6056338028169014,71,43.0,71.0,71.0,425000.0,49.0,20.0,$227k-$480k,,True,
FL,Cocoa Zip Market,32926,66.34,0.5256410256410257,78,41.0,78.0,78.0,380000.0,55.0,40.0,$203k-$429k,,True,
FL,Sanford Zip Market,32773,66.34,0.46296296296296297,108,50.0,108.0,108.0,339948.0,60.0,36.0,$182k-$384k,,True,
FL,Saint Petersburg Zip Market,33702,66.33,0.31343283582089554,201,63.0,201.0,201.0,368000.0,70.0,92.0,$197k-$416k,,True,
FL,Edgewater Zip Market,32141,66.29,0.5108695652173914,92,47.0,92.0,92.0,334750.0,62.0,36.0,$179k-$378k,,True,
FL,Titusville Zip Market,32796,66.21,0.35766423357664234,137,49.0,137.0,137.0,298950.0,55.0,64.0,$160k-$338k,,True,
FL,Coral Springs Zip Market,33065,66.2,0.2623574144486692,263,69.0,263.0,263.0,229950.0,64.0,68.0,$130k-$260k,,True,
FL,Vero Beach Zip Market,32966,66.17,0.3888888888888889,180,70.0,180.0,180.0,330000.0,76.0,44.0,$177k-$373k,,True,
FL,Hudson Zip Market,34669,66.11,0.6949152542372882,59,41.0,59.0,59.0,319000.0,53.0,32.0,$171k-$360k,,True,
FL,Hollywood Zip Market,33025,66.11,0.28434504792332266,313,89.0,313.0,313.0,285000.0,78.0,68.0,$152k-$322k,,True,
FL,Bradenton Zip Market,34203,66.08,0.38202247191011235,178,68.0,178.0,178.0,382500.0,81.0,60.0,$205k-$432k,,True,
FL,Pensacola Zip Market,32504,66.03,0.4672897196261682,107,50.0,107.0,107.0,261450.0,63.0,36.0,$140k-$295k,,True,
FL,West Palm Beach Zip Market,33415,65.88,0.3029045643153527,241,73.0,241.0,241.0,229950.0,74.0,72.0,$130k-$260k,,True,
FL,Seffner Zip Market,33584,65.88,0.581081081081081,74,43.0,74.0,74.0,415400.0,63.0,44.0,$222k-$469k,,True,
FL,Ocala Zip Market,34470,65.8,0.4365079365079365,126,55.0,126.0,126.0,239900.0,71.0,48.0,$130k-$271k,,True,
FL,New Port Richey Zip Market,34652,65.72,0.20887728459530025,383,80.0,383.0,383.0,269500.0,75.0,160.0,$144k-$305k,,True,
FL,Lehigh Acres Zip Market,33936,65.69,0.2950191570881226,261,77.0,261.0,261.0,249950.0,78.0,76.0,$134k-$282k,,True,
FL,Saint Petersburg Zip Market,33707,65.67,0.26058631921824105,307,80.0,307.0,307.0,429400.0,83.0,132.0,$230k-$485k,,True,
FL,Homosassa Zip Market,34446,65.67,0.31746031746031744,189,60.0,189.0,189.0,349950.0,70.0,84.0,$187k-$395k,,True,
FL,Port Saint Lucie Zip Market,34984,65.65,0.4088050314465409,159,65.0,159.0,159.0,485000.0,68.0,44.0,$259k-$548k,,True,
FL,Sarasota Zip Market,34243,65.58,0.31004366812227074,229,71.0,229.0,229.0,399900.0,76.0,72.0,$214k-$452k,,True,
FL,Pompano Beach Zip Market,33063,65.57,0.24429223744292236,438,107.0,438.0,438.0,170000.0,82.0,108.0,$130k-$192k,,True,
FL,New Port Richey Zip Market,34654,65.56,0.4594594594594595,111,51.0,111.0,111.0,330450.0,68.0,44.0,$177k-$373k,,True,
FL,Fort Myers Zip Market,33919,65.46,0.24008810572687225,454,109.0,454.0,454.0,249995.0,97.0,108.0,$134k-$282k,,True,
FL,Bradenton Zip Market,34209,65.46,0.24458204334365324,323,79.0,323.0,323.0,399900.0,81.0,116.0,$214k-$452k,,True,
FL,Fort Myers Zip Market,33908,65.4,0.1970260223048327,807,159.0,807.0,807.0,365000.0,92.0,248.0,$195k-$412k,,True,
FL,Port Orange Zip Market,32127,65.38,0.33183856502242154,223,74.0,223.0,223.0,462000.0,81.0,76.0,$247k-$522k,,True,
FL,Oldsmar Zip Market,34677,65.3,0.34,150,51.0,150.0,150.0,369900.0,63.0,72.0,$198k-$418k,,True,
FL,Jensen Beach Zip Market,34957,65.27,0.3003412969283277,293,88.0,293.0,293.0,484900.0,76.0,68.0,$259k-$548k,,True,
FL,Lakeland Zip Market,33803,65.25,0.45794392523364486,107,49.0,107.0,107.0,340000.0,69.0,48.0,$182k-$384k,,True,
FL,Bradenton Zip Market,34205,65.24,0.366120218579235,183,67.0,183.0,183.0,267450.0,89.0,72.0,$143k-$302k,,True,
FL,Lake Worth Zip Market,33462,65.23,0.3244444444444444,225,73.0,225.0,225.0,357000.0,78.0,56.0,$191k-$403k,,True,
FL,Pompano Beach Zip Market,33069,65.22,0.2715654952076677,313,85.0,313.0,313.0,260000.0,82.0,72.0,$139k-$294k,,True,
FL,Tampa Zip Market,33610,65.19,0.4576271186440678,118,54.0,118.0,118.0,325000.0,74.0,48.0,$174k-$367k,,True,
FL,The Villages Zip Market,32163,65.17,0.32075471698113206,159,51.0,159.0,159.0,462500.0,53.0,52.0,$247k-$523k,,True,
FL,Orlando Zip Market,32822,65.09,0.30198019801980197,202,61.0,202.0,202.0,182250.0,67.0,60.0,$130k-$206k,,True,
FL,Hollywood Zip Market,33021,65.03,0.23138297872340424,376,87.0,376.0,376.0,325000.0,82.0,96.0,$174k-$367k,,True,
FL,Sarasota Zip Market,34241,65.02,0.6621621621621622,148,98.0,148.0,148.0,644900.0,77.0,68.0,$345k-$550k,,True,
FL,Palm City Zip Market,34990,64.91,0.37630662020905925,287,108.0,287.0,287.0,630000.0,65.0,80.0,$337k-$550k,,True,
FL,Boca Raton Zip Market,33496,64.87,0.6397849462365591,186,119.0,186.0,186.0,902500.0,52.0,56.0,$483k-$550k,,True,
FL,Gainesville Zip Market,32605,64.87,0.3684210526315789,114,42.0,114.0,114.0,299000.0,51.0,48.0,$160k-$338k,,True,
FL,Clearwater Zip Market,33756,64.84,0.28640776699029125,206,59.0,206.0,206.0,432450.0,72.0,92.0,$231k-$489k,,True,
FL,Miami Zip Market,33147,64.77,0.5955056179775281,89,53.0,89.0,89.0,491950.0,67.0,32.0,$263k-$550k,,True,
FL,Tarpon Springs Zip Market,34689,64.77,0.3235294117647059,204,66.0,204.0,204.0,419000.0,86.0,88.0,$224k-$473k,,True,
FL,Alachua Zip Market,32615,64.72,0.53125,96,51.0,96.0,96.0,369000.0,69.0,24.0,$197k-$417k,,True,
FL,Tampa Zip Market,33611,64.71,0.3936651583710407,221,87.0,221.0,221.0,650000.0,57.0,96.0,$348k-$550k,,True,
FL,Gainesville Zip Market,32653,64.65,0.7291666666666666,48,35.0,48.0,48.0,292450.0,44.0,20.0,$156k-$330k,,True,
FL,Pompano Beach Zip Market,33076,64.58,0.544973544973545,189,103.0,189.0,189.0,1029000.0,42.0,60.0,$551k-$550k,,True,
FL,San Antonio Zip Market,33576,64.53,0.47107438016528924,121,57.0,121.0,121.0,342500.0,80.0,36.0,$183k-$387k,,True,
FL,North Port Zip Market,34287,64.52,0.28,225,63.0,225.0,225.0,299000.0,74.0,84.0,$160k-$338k,,True,
FL,Lake Worth Beach Zip Market,33460,64.5,0.34177215189873417,158,54.0,158.0,158.0,454500.0,65.0,52.0,$243k-$514k,,True,
FL,Panama City Beach Zip Market,32407,64.5,0.21204819277108433,415,88.0,415.0,415.0,430000.0,87.0,120.0,$230k-$486k,,True,
FL,Jacksonville Zip Market,32223,64.47,0.5352112676056338,71,38.0,71.0,71.0,499990.0,46.0,36.0,$267k-$550k,,True,
FL,Lehigh Acres Zip Market,33972,64.4,0.2229299363057325,314,70.0,314.0,314.0,358000.0,78.0,100.0,$192k-$405k,,True,
FL,Palm Harbor Zip Market,34685,64.38,0.42168674698795183,83,35.0,83.0,83.0,442500.0,51.0,48.0,$237k-$500k,,True,
FL,Jacksonville Zip Market,32208,64.35,0.3235294117647059,170,55.0,170.0,170.0,174000.0,73.0,96.0,$130k-$197k,,True,
FL,Hialeah Zip Market,33012,64.32,0.3787878787878788,132,50.0,132.0,132.0,295495.0,55.0,28.0,$158k-$334k,,True,
FL,Jupiter Zip Market,33458,64.25,0.51931330472103,233,121.0,233.0,233.0,784500.0,58.0,88.0,$420k-$550k,,True,
FL,Kissimmee Zip Market,34743,64.24,0.4948453608247423,97,48.0,97.0,97.0,340000.0,68.0,28.0,$182k-$384k,,True,
FL,Saint Petersburg Zip Market,33705,64.19,0.30857142857142855,175,54.0,175.0,175.0,420000.0,71.0,76.0,$225k-$475k,,True,
FL,Sarasota Zip Market,34232,64.14,0.35714285714285715,154,55.0,154.0,154.0,349000.0,76.0,72.0,$187k-$394k,,True,
FL,Miami Zip Market,33193,64.13,0.4049586776859504,121,49.0,121.0,121.0,378500.0,61.0,32.0,$202k-$428k,,True,
FL,Fort Walton Beach Zip Market,32548,64.13,0.22178988326848248,257,57.0,257.0,257.0,437000.0,66.0,76.0,$234k-$494k,,True,
FL,Bradenton Zip Market,34210,64.09,0.2517482517482518,286,72.0,286.0,286.0,325000.0,85.0,92.0,$174k-$367k,,True,
FL,Hollywood Zip Market,33026,64.07,0.3630573248407643,157,57.0,157.0,157.0,260000.0,74.0,52.0,$139k-$294k,,True,
FL,Tallahassee Zip Market,32317,64.04,0.5789473684210527,57,33.0,57.0,57.0,442725.0,42.0,20.0,$237k-$500k,,True,
FL,Jacksonville Zip Market,32217,64.03,0.5735294117647058,68,39.0,68.0,68.0,325000.0,64.0,36.0,$174k-$367k,,True,
FL,Longwood Zip Market,32779,64.01,0.41228070175438597,114,47.0,114.0,114.0,544500.0,47.0,56.0,$291k-$550k,,True,
FL,Panama City Zip Market,32408,64.01,0.13480055020632736,727,98.0,727.0,727.0,409900.0,87.0,196.0,$219k-$463k,,True,
FL,Boynton Beach Zip Market,33426,63.99,0.29310344827586204,174,51.0,174.0,174.0,324500.0,58.0,44.0,$174k-$367k,,True,
FL,Kissimmee Zip Market,34747,63.96,0.1801566579634465,1149,207.0,1149.0,1149.0,465000.0,100.0,256.0,$249k-$525k,,True,
FL,Pompano Beach Zip Market,33066,63.95,0.2397003745318352,267,64.0,267.0,267.0,210000.0,74.0,80.0,$130k-$237k,,True,
FL,Hialeah Zip Market,33015,63.94,0.3333333333333333,174,58.0,174.0,174.0,319000.0,62.0,28.0,$171k-$360k,,True,
FL,Port Charlotte Zip Market,33948,63.94,0.3023255813953488,215,65.0,215.0,215.0,324900.0,82.0,72.0,$174k-$367k,,True,
FL,Punta Gorda Zip Market,33983,63.94,0.31,200,62.0,200.0,200.0,345000.0,82.0,80.0,$185k-$390k,,True,
FL,Davenport Zip Market,33897,63.91,0.19318181818181818,440,85.0,440.0,440.0,411250.0,93.0,128.0,$220k-$465k,,True,
FL,Fort Lauderdale Zip Market,33328,63.87,0.5377358490566038,106,57.0,106.0,106.0,580000.0,55.0,36.0,$310k-$550k,,True,
FL,Naples Zip Market,34105,63.79,0.34285714285714286,210,72.0,210.0,210.0,459000.0,96.0,56.0,$246k-$519k,,True,
FL,Brooksville Zip Market,34601,63.79,0.4772727272727273,132,63.0,132.0,132.0,537450.0,79.0,68.0,$288k-$550k,,True,
FL,Daytona Beach Zip Market,32117,63.78,0.3446327683615819,177,61.0,177.0,177.0,259995.0,84.0,60.0,$139k-$294k,,True,
FL,Ponte Vedra Beach Zip Market,32082,63.77,0.4751131221719457,221,105.0,221.0,221.0,1100000.0,50.0,88.0,$588k-$550k,,True,
FL,Winter Haven Zip Market,33880,63.73,0.362962962962963,135,49.0,135.0,135.0,274895.0,66.0,52.0,$147k-$311k,,True,
FL,Fort Myers Zip Market,33912,63.67,0.3145539906103286,213,67.0,213.0,213.0,410950.0,91.0,68.0,$220k-$464k,,True,
FL,Daytona Beach Zip Market,32118,63.65,0.1278735632183908,696,89.0,696.0,696.0,279000.0,88.0,164.0,$149k-$315k,,True,
FL,Fort Pierce Zip Market,34982,63.59,0.3609467455621302,169,61.0,169.0,169.0,296750.0,83.0,48.0,$159k-$335k,,True,
FL,Orange City Zip Market,32763,63.58,0.5584415584415584,77,43.0,77.0,77.0,339900.0,70.0,32.0,$182k-$384k,,True,
FL,Brandon Zip Market,33510,63.57,0.609375,64,39.0,64.0,64.0,344500.0,57.0,20.0,$184k-$389k,,True,
FL,Brooksville Zip Market,34614,63.57,0.3939393939393939,132,52.0,132.0,132.0,389950.0,76.0,56.0,$209k-$441k,,True,
FL,Jacksonville Zip Market,32277,63.53,0.5223880597014925,67,35.0,67.0,67.0,325000.0,58.0,36.0,$174k-$367k,,True,
FL,Hallandale Zip Market,33009,63.52,0.09674582233948989,1137,110.0,1137.0,1137.0,319450.0,89.0,216.0,$171k-$361k,,True,
FL,Davenport Zip Market,33896,63.51,0.13237924865831843,559,74.0,559.0,559.0,407450.0,87.0,152.0,$218k-$460k,,True,
FL,Fort Lauderdale Zip Market,33309,63.5,0.2641509433962264,265,70.0,265.0,265.0,325000.0,84.0,72.0,$174k-$367k,,True,
FL,Lake Wales Zip Market,33859,63.49,0.6470588235294118,68,44.0,68.0,68.0,302450.0,73.0,32.0,$162k-$342k,,True,
FL,Eagle Lake Zip Market,33839,63.44,0.925,40,37.0,40.0,40.0,299950.0,51.0,20.0,$160k-$339k,,True,
FL,Englewood Zip Market,34223,63.4,0.28213166144200624,319,90.0,319.0,319.0,499900.0,91.0,88.0,$267k-$550k,,True,
FL,Fort Lauderdale Zip Market,33322,63.39,0.26303854875283444,441,116.0,441.0,441.0,139839.0,85.0,104.0,$130k-$158k,,True,
FL,Wildwood Zip Market,34785,63.28,0.6973684210526315,76,53.0,76.0,76.0,316700.0,94.0,32.0,$169k-$358k,,True,
FL,Panama City Beach Zip Market,32413,63.25,0.1917808219178082,730,140.0,730.0,730.0,510000.0,82.0,244.0,$273k-$550k,,True,
FL,Tampa Zip Market,33625,63.23,0.5441176470588235,68,37.0,68.0,68.0,470000.0,59.0,36.0,$251k-$531k,,True,
FL,Gainesville Zip Market,32607,63.17,0.425,120,51.0,120.0,120.0,296000.0,72.0,32.0,$158k-$334k,,True,
FL,Opa Locka Zip Market,33054,63.04,0.7931034482758621,58,46.0,58.0,58.0,492500.0,54.0,16.0,$263k-$550k,,True,
FL,Boynton Beach Zip Market,33435,62.96,0.17647058823529413,408,72.0,408.0,408.0,270000.0,88.0,108.0,$144k-$305k,,True,
FL,Tampa Zip Market,33614,62.95,0.39090909090909093,110,43.0,110.0,110.0,415000.0,67.0,52.0,$222k-$469k,,True,
FL,Homestead Zip Market,33035,62.95,0.24436090225563908,266,65.0,266.0,266.0,339500.0,74.0,52.0,$182k-$384k,,True,
FL,Naples Zip Market,34104,62.94,0.26865671641791045,268,72.0,268.0,268.0,437000.0,93.0,68.0,$234k-$494k,,True,
FL,West Palm Beach Zip Market,33406,62.94,0.5692307692307692,65,37.0,65.0,65.0,366945.0,64.0,32.0,$196k-$415k,,True,
FL,Bradenton Zip Market,34202,62.91,0.46218487394957986,238,110.0,238.0,238.0,699500.0,78.0,104.0,$374k-$550k,,True,
FL,Pensacola Zip Market,32505,62.86,0.3695652173913043,92,34.0,92.0,92.0,189500.0,50.0,44.0,$130k-$214k,,True,
FL,Tallahassee Zip Market,32304,62.85,0.46153846153846156,91,42.0,91.0,91.0,175000.0,60.0,24.0,$130k-$198k,,True,
FL,Cocoa Beach Zip Market,32931,62.84,0.2772727272727273,220,61.0,220.0,220.0,482500.0,68.0,60.0,$258k-$545k,,True,
FL,Port Orange Zip Market,32128,62.78,0.3103448275862069,145,45.0,145.0,145.0,449900.0,60.0,52.0,$241k-$508k,,True,
FL,Saint Cloud Zip Market,34773,62.74,0.46078431372549017,102,47.0,102.0,102.0,405000.0,76.0,36.0,$217k-$458k,,True,
FL,Wesley Chapel Zip Market,33544,62.74,0.3956043956043956,91,36.0,91.0,91.0,449450.0,58.0,48.0,$240k-$508k,,True,
FL,Orlando Zip Market,32812,62.73,0.4144144144144144,111,46.0,111.0,111.0,327000.0,75.0,48.0,$175k-$370k,,True,
FL,Port Charlotte Zip Market,33953,62.68,0.335,200,67.0,200.0,200.0,375000.0,96.0,44.0,$201k-$424k,,True,
FL,Dunnellon Zip Market,34431,62.63,0.40476190476190477,126,51.0,126.0,126.0,275500.0,73.0,32.0,$147k-$311k,,True,
FL,Orlando Zip Market,32817,62.61,0.972972972972973,37,36.0,37.0,37.0,429000.0,43.0,12.0,$230k-$485k,,True,
FL,Plant City Zip Market,33566,62.61,0.631578947368421,57,36.0,57.0,57.0,477000.0,60.0,36.0,$255k-$539k,,True,
FL,Ocala Zip Market,34471,62.59,0.3576158940397351,151,54.0,151.0,151.0,429450.0,76.0,44.0,$230k-$485k,,True,
FL,Miami Zip Market,33179,62.49,0.17674418604651163,430,76.0,430.0,430.0,245000.0,90.0,80.0,$131k-$277k,,True,
FL,Clearwater Zip Market,33755,62.45,0.37404580152671757,131,49.0,131.0,131.0,457000.0,73.0,52.0,$244k-$516k,,True,
FL,Orlando Zip Market,32835,62.43,0.21518987341772153,237,51.0,237.0,237.0,239000.0,70.0,68.0,$130k-$270k,,True,
FL,Belleview Zip Market,34420,62.42,0.4845360824742268,97,47.0,97.0,97.0,284900.0,82.0,32.0,$152k-$322k,,True,
FL,Lake Placid Zip Market,33852,62.4,0.23404255319148937,235,55.0,235.0,235.0,324900.0,74.0,72.0,$174k-$367k,,True,
FL,Brooksville Zip Market,34602,62.4,0.7058823529411765,51,36.0,51.0,51.0,299900.0,59.0,20.0,$160k-$339k,,True,
FL,Dunnellon Zip Market,34433,62.34,0.38405797101449274,138,53.0,138.0,138.0,275000.0,85.0,52.0,$147k-$311k,,True,
FL,Orlando Zip Market,32803,62.32,0.5945945945945946,74,44.0,74.0,74.0,525000.0,58.0,28.0,$281k-$550k,,True,
FL,Tampa Zip Market,33605,62.29,0.5571428571428572,70,39.0,70.0,70.0,329900.0,66.0,24.0,$176k-$373k,,True,
FL,Jacksonville Zip Market,32209,62.19,0.2727272727272727,209,57.0,209.0,209.0,144250.0,65.0,92.0,$130k-$163k,,True,
FL,Cape Coral Zip Market,33914,62.15,0.25806451612903225,651,168.0,651.0,651.0,574900.0,89.0,264.0,$308k-$550k,,True,
FL,Deerfield Beach Zip Market,33442,62.14,0.22271714922049,449,100.0,449.0,449.0,140450.0,82.0,108.0,$130k-$159k,,True,
FL,Clearwater Zip Market,33763,62.06,0.2708333333333333,192,52.0,192.0,192.0,187000.0,73.0,64.0,$130k-$211k,,True,
FL,Orlando Zip Market,32804,62.0,0.494949494949495,99,49.0,99.0,99.0,575000.0,61.0,52.0,$308k-$550k,,True,
FL,Inverness Zip Market,34453,61.97,0.38181818181818183,110,42.0,110.0,110.0,284175.0,64.0,36.0,$152k-$321k,,True,
FL,Saint Petersburg Zip Market,33709,61.95,0.25287356321839083,174,44.0,174.0,174.0,180000.0,65.0,64.0,$130k-$203k,,True,
