State,County,ZIP,ZIP Score,Pending Ratio,Active Listing Count,Pending Listing Count,Estimated Population,Estimated Lead Volume,Median Listing Price,Median Days on Market,Price Decrease Count,Recommended Home Value Range,Last Used Date,Eligible Based on Cooldown,Manual Review Flag
FL,Palm Beach Gardens Zip Market,33410,57.02,0.45226130653266333,199,90.0,199.0,199.0,743500.0,78.0,58.0,$398k-$550k,,True,
FL,Sarasota Zip Market,34243,69.64,0.398989898989899,198,79.0,198.0,198.0,411950.0,80.0,66.0,$220k-$466k,,True,
FL,Orlando Zip Market,32819,60.01,0.31313131313131315,198,62.0,198.0,198.0,525000.0,87.0,52.0,$281k-$550k,,True,
FL,Palm Harbor Zip Market,34684,74.98,0.4263959390862944,197,84.0,197.0,197.0,304925.0,59.0,82.0,$163k-$345k,,True,
FL,Cape Coral Zip Market,33990,68.22,0.3553299492385787,197,70.0,197.0,197.0,399473.0,73.0,66.0,$214k-$451k,,True,
FL,Orlando Zip Market,32827,56.69,0.38578680203045684,197,76.0,197.0,197.0,864720.0,62.0,64.0,$463k-$550k,,True,
FL,Orlando Zip Market,32822,67.22,0.336734693877551,196,66.0,196.0,196.0,184950.0,69.0,58.0,$130k-$209k,,True,
FL,Pompano Beach Zip Market,33076,64.98,0.5306122448979592,196,104.0,196.0,196.0,1065000.0,50.0,70.0,$570k-$550k,,True,
FL,Boca Raton Zip Market,33428,67.35,0.35751295336787564,193,69.0,193.0,193.0,364675.0,77.0,60.0,$195k-$412k,,True,
FL,Boca Raton Zip Market,33496,62.59,0.5129533678756477,193,99.0,193.0,193.0,1071000.0,56.0,54.0,$573k-$550k,,True,
FL,Miami Zip Market,33129,39.39,0.09844559585492228,193,19.0,193.0,193.0,1287000.0,76.0,26.0,$689k-$550k,,True,
FL,Saint Augustine Zip Market,32095,77.1,0.5364583333333334,192,103.0,192.0,192.0,494450.0,60.0,108.0,$265k-$550k,,True,
FL,Yulee Zip Market,32097,79.99,0.6492146596858639,191,124.0,191.0,191.0,434000.0,65.0,84.0,$232k-$490k,,True,
FL,Tampa Zip Market,33602,43.35,0.18947368421052632,190,36.0,190.0,190.0,829975.0,73.0,46.0,$444k-$550k,,True,
FL,Jacksonville Zip Market,32205,74.39,0.42328042328042326,189,80.0,189.0,189.0,286500.0,61.0,102.0,$153k-$324k,,True,
FL,West Palm Beach Zip Market,33412,51.47,0.36507936507936506,189,69.0,189.0,189.0,1074990.0,86.0,56.0,$575k-$550k,,True,
FL,Hialeah Zip Market,33015,63.64,0.26344086021505375,186,49.0,186.0,186.0,319750.0,62.0,52.0,$171k-$361k,,True,
FL,Fort Myers Zip Market,33912,62.21,0.3225806451612903,186,60.0,186.0,186.0,428225.0,101.0,48.0,$229k-$484k,,True,
FL,Miami Zip Market,33162,60.15,0.2810810810810811,185,52.0,185.0,185.0,240000.0,81.0,32.0,$130k-$271k,,True,
FL,Fort Myers Zip Market,33901,57.24,0.21081081081081082,185,39.0,185.0,185.0,325125.0,90.0,50.0,$174k-$367k,,True,
FL,Clearwater Zip Market,33763,62.63,0.27717391304347827,184,51.0,184.0,184.0,181500.0,77.0,66.0,$130k-$205k,,True,
FL,Saint Petersburg Zip Market,33711,59.41,0.22282608695652173,184,41.0,184.0,184.0,371100.0,87.0,78.0,$199k-$419k,,True,
FL,Punta Gorda Zip Market,33982,74.57,0.5300546448087432,183,97.0,183.0,183.0,454875.0,73.0,62.0,$243k-$514k,,True,
FL,Saint Petersburg Zip Market,33702,66.55,0.33879781420765026,183,62.0,183.0,183.0,349900.0,77.0,82.0,$187k-$395k,,True,
FL,Boynton Beach Zip Market,33426,62.97,0.26229508196721313,183,48.0,183.0,183.0,314750.0,65.0,56.0,$168k-$356k,,True,
FL,Sarasota Zip Market,34239,45.21,0.2568306010928962,183,47.0,183.0,183.0,1286250.0,87.0,62.0,$688k-$550k,,True,
FL,Miami Zip Market,33143,44.33,0.2692307692307692,182,49.0,182.0,182.0,1300750.0,84.0,36.0,$696k-$550k,,True,
FL,Tampa Zip Market,33604,74.32,0.425414364640884,181,77.0,181.0,181.0,417500.0,59.0,92.0,$223k-$472k,,True,
FL,Deltona Zip Market,32725,73.84,0.43646408839779005,181,79.0,181.0,181.0,320000.0,62.0,72.0,$171k-$362k,,True,
FL,Bradenton Zip Market,34212,69.26,0.5193370165745856,181,94.0,181.0,181.0,548500.0,77.0,60.0,$293k-$550k,,True,
FL,Miami Zip Market,33134,52.2,0.36464088397790057,181,66.0,181.0,181.0,1140000.0,69.0,42.0,$610k-$550k,,True,
FL,Jacksonville Zip Market,32244,79.11,0.55,180,99.0,180.0,180.0,270388.0,58.0,90.0,$145k-$306k,,True,
FL,Port Charlotte Zip Market,33953,59.61,0.3,180,54.0,180.0,180.0,372445.0,113.0,38.0,$199k-$421k,,True,
FL,Tampa Zip Market,33629,53.46,0.40555555555555556,180,73.0,180.0,180.0,1756000.0,70.0,36.0,$939k-$550k,,True,
FL,Saint Petersburg Zip Market,33709,60.05,0.20224719101123595,178,36.0,178.0,178.0,185000.0,69.0,70.0,$130k-$209k,,True,
FL,Winter Park Zip Market,32789,53.14,0.34831460674157305,178,62.0,178.0,178.0,1285750.0,65.0,66.0,$688k-$550k,,True,
FL,Miami Zip Market,33186,68.48,0.4463276836158192,177,79.0,177.0,177.0,535000.0,61.0,40.0,$286k-$550k,,True,
FL,Orlando Zip Market,32828,71.95,0.3693181818181818,176,65.0,176.0,176.0,497450.0,44.0,108.0,$266k-$550k,,True,
FL,Coral Springs Zip Market,33071,72.8,0.44,175,77.0,175.0,175.0,434675.0,60.0,48.0,$233k-$491k,,True,
FL,Tavares Zip Market,32778,67.13,0.35428571428571426,175,62.0,175.0,175.0,343500.0,72.0,64.0,$184k-$388k,,True,
FL,Saint Petersburg Zip Market,33705,65.1,0.30057803468208094,173,52.0,173.0,173.0,407300.0,72.0,106.0,$218k-$460k,,True,
FL,Oviedo Zip Market,32765,77.19,0.5523255813953488,172,95.0,172.0,172.0,517448.0,52.0,118.0,$277k-$550k,,True,
FL,Jacksonville Zip Market,32208,68.5,0.3668639053254438,169,62.0,169.0,169.0,178500.0,69.0,80.0,$130k-$202k,,True,
FL,Indian Rocks Beach Zip Market,33785,42.07,0.23668639053254437,169,40.0,169.0,169.0,712450.0,93.0,46.0,$381k-$550k,,True,
FL,Holiday Zip Market,34691,66.31,0.2976190476190476,168,50.0,168.0,168.0,250000.0,58.0,70.0,$134k-$282k,,True,
FL,Hollywood Zip Market,33026,63.7,0.3333333333333333,168,56.0,168.0,168.0,284500.0,75.0,44.0,$152k-$321k,,True,
FL,Miami Zip Market,33176,63.23,0.39285714285714285,168,66.0,168.0,168.0,592500.0,59.0,40.0,$317k-$550k,,True,
FL,Orlando Zip Market,32824,72.22,0.4431137724550898,167,74.0,167.0,167.0,415000.0,64.0,58.0,$222k-$469k,,True,
FL,Fort Lauderdale Zip Market,33315,51.4,0.2155688622754491,167,36.0,167.0,167.0,599975.0,70.0,42.0,$321k-$550k,,True,
FL,Miami Zip Market,33169,57.18,0.2710843373493976,166,45.0,166.0,166.0,235000.0,82.0,22.0,$130k-$266k,,True,
FL,Apopka Zip Market,32703,80.94,0.7926829268292683,164,130.0,164.0,164.0,394900.0,59.0,74.0,$211k-$446k,,True,
FL,West Palm Beach Zip Market,33407,72.92,0.6158536585365854,164,101.0,164.0,164.0,411750.0,76.0,30.0,$220k-$465k,,True,
FL,Punta Gorda Zip Market,33983,63.36,0.35365853658536583,164,58.0,164.0,164.0,337450.0,93.0,50.0,$181k-$381k,,True,
FL,Fort Myers Zip Market,33916,67.36,0.4233128834355828,163,69.0,163.0,163.0,290000.0,85.0,48.0,$155k-$328k,,True,
FL,Englewood Zip Market,34224,61.8,0.345679012345679,162,56.0,162.0,162.0,343575.0,97.0,40.0,$184k-$388k,,True,
FL,Groveland Zip Market,34736,75.92,0.5714285714285714,161,92.0,161.0,161.0,399450.0,70.0,78.0,$214k-$451k,,True,
FL,Spring Hill Zip Market,34606,75.43,0.4658385093167702,161,75.0,161.0,161.0,299000.0,56.0,78.0,$160k-$338k,,True,
FL,Bradenton Zip Market,34205,60.41,0.2981366459627329,161,48.0,161.0,161.0,261225.0,98.0,62.0,$140k-$295k,,True,
FL,Jupiter Zip Market,33469,45.91,0.32298136645962733,161,52.0,161.0,161.0,836975.0,80.0,32.0,$448k-$550k,,True,
FL,Bradenton Zip Market,34208,62.47,0.3333333333333333,159,53.0,159.0,159.0,468000.0,77.0,52.0,$250k-$529k,,True,
FL,Brooksville Zip Market,34613,71.81,0.44936708860759494,158,71.0,158.0,158.0,363995.0,64.0,58.0,$195k-$411k,,True,
FL,Miami Zip Market,33196,59.22,0.3503184713375796,157,55.0,157.0,157.0,606225.0,59.0,38.0,$324k-$550k,,True,
FL,Hobe Sound Zip Market,33455,48.84,0.29936305732484075,157,47.0,157.0,157.0,693500.0,85.0,42.0,$371k-$550k,,True,
FL,Spring Hill Zip Market,34608,78.0,0.5641025641025641,156,88.0,156.0,156.0,339900.0,55.0,74.0,$182k-$384k,,True,
FL,Lake Mary Zip Market,32746,73.93,0.44871794871794873,156,70.0,156.0,156.0,429475.0,58.0,82.0,$230k-$485k,,True,
FL,New Port Richey Zip Market,34653,68.63,0.33974358974358976,156,53.0,156.0,156.0,262475.0,57.0,90.0,$140k-$297k,,True,
FL,Clearwater Zip Market,33764,58.71,0.2564102564102564,156,40.0,156.0,156.0,299975.0,83.0,60.0,$160k-$339k,,True,
FL,Palm Harbor Zip Market,34683,72.3,0.5225806451612903,155,81.0,155.0,155.0,527000.0,59.0,72.0,$282k-$550k,,True,
FL,Hollywood Zip Market,33023,69.35,0.5612903225806452,155,87.0,155.0,155.0,500000.0,75.0,32.0,$268k-$550k,,True,
FL,Orlando Zip Market,32837,68.69,0.3870967741935484,155,60.0,155.0,155.0,400000.0,64.0,60.0,$214k-$452k,,True,
FL,Oldsmar Zip Market,34677,67.37,0.33766233766233766,154,52.0,154.0,154.0,357450.0,59.0,72.0,$191k-$404k,,True,
FL,Fort Lauderdale Zip Market,33317,62.04,0.34415584415584416,154,53.0,154.0,154.0,497000.0,65.0,34.0,$266k-$550k,,True,
FL,Delray Beach Zip Market,33444,44.31,0.2792207792207792,154,43.0,154.0,154.0,778000.0,80.0,46.0,$416k-$550k,,True,
FL,Saint Petersburg Zip Market,33710,72.35,0.49019607843137253,153,75.0,153.0,153.0,467450.0,70.0,88.0,$250k-$528k,,True,
FL,Punta Gorda Zip Market,33980,57.1,0.27450980392156865,153,42.0,153.0,153.0,294923.0,92.0,36.0,$158k-$333k,,True,
FL,Homestead Zip Market,33030,38.7,0.21568627450980393,153,33.0,153.0,153.0,760000.0,73.0,16.0,$407k-$550k,,True,
FL,Bradenton Zip Market,34203,68.04,0.45394736842105265,152,69.0,152.0,152.0,399450.0,86.0,50.0,$214k-$451k,,True,
FL,Hollywood Zip Market,33029,56.07,0.40789473684210525,152,62.0,152.0,152.0,798950.0,52.0,48.0,$427k-$550k,,True,
FL,Jacksonville Zip Market,32224,81.07,0.8344370860927153,151,126.0,151.0,151.0,449675.0,54.0,70.0,$241k-$508k,,True,
FL,Sarasota Zip Market,34232,64.46,0.33774834437086093,151,51.0,151.0,151.0,349000.0,71.0,62.0,$187k-$394k,,True,
FL,Miami Zip Market,33166,56.17,0.304635761589404,151,46.0,151.0,151.0,568722.0,64.0,30.0,$304k-$550k,,True,
FL,Key Biscayne Zip Market,33149,43.9,0.32450331125827814,151,49.0,151.0,151.0,2825000.0,79.0,20.0,"$1,511k-$550k",,True,
FL,Orlando Zip Market,32811,56.23,0.24,150,36.0,150.0,150.0,200000.0,86.0,44.0,$130k-$226k,,True,
FL,Jacksonville Zip Market,32219,75.68,0.6959459459459459,148,103.0,148.0,148.0,321163.0,71.0,56.0,$172k-$363k,,True,
FL,Brandon Zip Market,33511,73.1,0.44594594594594594,148,66.0,148.0,148.0,392300.0,55.0,66.0,$210k-$443k,,True,
FL,Orlando Zip Market,32839,58.01,0.22972972972972974,148,34.0,148.0,148.0,160000.0,59.0,46.0,$130k-$181k,,True,
FL,Jacksonville Zip Market,32216,71.97,0.42857142857142855,147,63.0,147.0,147.0,264500.0,58.0,74.0,$142k-$299k,,True,
FL,Altamonte Springs Zip Market,32714,65.32,0.3401360544217687,147,50.0,147.0,147.0,224225.0,65.0,62.0,$130k-$253k,,True,
FL,Bradenton Zip Market,34207,52.83,0.23809523809523808,147,35.0,147.0,147.0,141175.0,83.0,46.0,$130k-$160k,,True,
FL,Tampa Zip Market,33617,65.5,0.3493150684931507,146,51.0,146.0,146.0,264700.0,63.0,50.0,$142k-$299k,,True,
FL,Hialeah Zip Market,33018,55.94,0.273972602739726,146,40.0,146.0,146.0,555000.0,60.0,34.0,$297k-$550k,,True,
FL,Captiva Zip Market,33924,32.99,0.10416666666666667,144,15.0,144.0,144.0,1595000.0,150.0,20.0,$853k-$550k,,True,
FL,Jacksonville Zip Market,32225,77.73,0.5874125874125874,143,84.0,143.0,143.0,433675.0,53.0,74.0,$232k-$490k,,True,
FL,Clermont Zip Market,34715,71.18,0.7902097902097902,143,113.0,143.0,143.0,550000.0,76.0,60.0,$294k-$550k,,True,
FL,Alva Zip Market,33920,57.25,0.2517482517482518,143,36.0,143.0,143.0,423675.0,76.0,42.0,$227k-$479k,,True,
FL,Deltona Zip Market,32738,74.97,0.5704225352112676,142,81.0,142.0,142.0,329700.0,58.0,46.0,$176k-$373k,,True,
FL,Clearwater Zip Market,33755,63.59,0.3380281690140845,142,48.0,142.0,142.0,427000.0,71.0,60.0,$228k-$483k,,True,
FL,Lake Worth Beach Zip Market,33460,62.3,0.31690140845070425,142,45.0,142.0,142.0,452750.0,64.0,42.0,$242k-$512k,,True,
FL,Fort Lauderdale Zip Market,33351,58.69,0.2676056338028169,142,38.0,142.0,142.0,308250.0,68.0,38.0,$165k-$348k,,True,
FL,West Palm Beach Zip Market,33409,53.49,0.2112676056338028,142,30.0,142.0,142.0,234975.0,90.0,40.0,$130k-$266k,,True,
FL,Winter Park Zip Market,32792,72.55,0.45390070921985815,141,64.0,141.0,141.0,449250.0,55.0,62.0,$240k-$508k,,True,
FL,Tampa Zip Market,33610,68.73,0.36879432624113473,141,52.0,141.0,141.0,325000.0,51.0,54.0,$174k-$367k,,True,
FL,Miami Zip Market,33145,38.87,0.19858156028368795,141,28.0,141.0,141.0,855000.0,74.0,32.0,$457k-$550k,,True,
FL,Fort Lauderdale Zip Market,33323,54.57,0.2571428571428571,140,36.0,140.0,140.0,524500.0,61.0,24.0,$281k-$550k,,True,
FL,Zephyrhills Zip Market,33541,74.44,0.7553956834532374,139,105.0,139.0,139.0,360629.0,82.0,62.0,$193k-$408k,,True,
FL,Winter Springs Zip Market,32708,73.0,0.4460431654676259,139,62.0,139.0,139.0,416250.0,54.0,80.0,$223k-$470k,,True,
FL,Sarasota Zip Market,34241,64.04,0.7697841726618705,139,107.0,139.0,139.0,663332.0,86.0,52.0,$355k-$550k,,True,
FL,Ocoee Zip Market,34761,79.86,0.7898550724637681,138,109.0,138.0,138.0,422500.0,55.0,84.0,$226k-$477k,,True,
FL,Saint Petersburg Zip Market,33713,74.6,0.4927536231884058,138,68.0,138.0,138.0,472000.0,48.0,78.0,$253k-$533k,,True,
FL,Orlando Zip Market,32808,65.1,0.36231884057971014,138,50.0,138.0,138.0,285000.0,57.0,30.0,$152k-$322k,,True,
FL,Brooksville Zip Market,34614,64.13,0.38405797101449274,138,53.0,138.0,138.0,391150.0,84.0,60.0,$209k-$442k,,True,
FL,Dade City Zip Market,33525,70.62,0.5182481751824818,137,71.0,137.0,137.0,417584.0,77.0,64.0,$223k-$472k,,True,
FL,Saint Cloud Zip Market,34769,60.93,0.2846715328467153,137,39.0,137.0,137.0,330000.0,65.0,54.0,$177k-$373k,,True,
FL,Dania Zip Market,33004,55.68,0.2116788321167883,137,29.0,137.0,137.0,344500.0,74.0,54.0,$184k-$389k,,True,
FL,Jacksonville Zip Market,32246,73.78,0.4852941176470588,136,66.0,136.0,136.0,331000.0,54.0,66.0,$177k-$374k,,True,
FL,Lutz Zip Market,33558,66.25,0.38235294117647056,136,52.0,136.0,136.0,502000.0,56.0,64.0,$269k-$550k,,True,
FL,Orlando Zip Market,32801,51.07,0.16911764705882354,136,23.0,136.0,136.0,395500.0,100.0,40.0,$212k-$447k,,True,
FL,Miami Zip Market,33127,37.8,0.16176470588235295,136,22.0,136.0,136.0,894700.0,60.0,16.0,$479k-$550k,,True,
FL,Jacksonville Zip Market,32207,68.4,0.37777777777777777,135,51.0,135.0,135.0,352450.0,52.0,54.0,$189k-$398k,,True,
FL,Brooksville Zip Market,34601,65.41,0.4888888888888889,135,66.0,135.0,135.0,503500.0,90.0,54.0,$269k-$550k,,True,
FL,Sarasota Zip Market,34235,58.33,0.31851851851851853,135,43.0,135.0,135.0,288500.0,91.0,42.0,$154k-$326k,,True,
FL,Boca Raton Zip Market,33431,46.38,0.3851851851851852,135,52.0,135.0,135.0,756750.0,88.0,30.0,$405k-$550k,,True,
FL,Lithia Zip Market,33547,70.27,0.5597014925373134,134,75.0,134.0,134.0,566850.0,57.0,70.0,$303k-$550k,,True,
FL,Hialeah Zip Market,33012,64.81,0.39097744360902253,133,52.0,133.0,133.0,277498.0,67.0,36.0,$148k-$314k,,True,
FL,Orange Park Zip Market,32065,76.42,0.553030303030303,132,73.0,132.0,132.0,346223.0,50.0,72.0,$185k-$391k,,True,
FL,Venice Zip Market,34292,63.76,0.3769230769230769,130,49.0,130.0,130.0,386250.0,75.0,50.0,$207k-$436k,,True,
FL,Miami Zip Market,33177,54.25,0.38461538461538464,130,50.0,130.0,130.0,675000.0,60.0,24.0,$361k-$550k,,True,
FL,San Antonio Zip Market,33576,63.92,0.40310077519379844,129,52.0,129.0,129.0,359995.0,91.0,60.0,$193k-$407k,,True,
FL,Saint Petersburg Zip Market,33704,53.4,0.43410852713178294,129,56.0,129.0,129.0,1169500.0,68.0,64.0,$626k-$550k,,True,
FL,Deland Zip Market,32720,75.3,0.6171875,128,79.0,128.0,128.0,369950.0,59.0,62.0,$198k-$418k,,True,
FL,Jacksonville Zip Market,32226,62.76,0.3515625,128,45.0,128.0,128.0,439500.0,71.0,52.0,$235k-$497k,,True,
FL,Port Charlotte Zip Market,33954,62.62,0.390625,128,50.0,128.0,128.0,339900.0,90.0,48.0,$182k-$384k,,True,
FL,Sarasota Zip Market,34240,58.74,0.609375,128,78.0,128.0,128.0,914450.0,59.0,40.0,$489k-$550k,,True,
FL,West Palm Beach Zip Market,33405,44.16,0.328125,128,42.0,128.0,128.0,2997000.0,69.0,24.0,"$1,603k-$550k",,True,
FL,Titusville Zip Market,32796,68.83,0.4251968503937008,127,54.0,127.0,127.0,305000.0,58.0,50.0,$163k-$345k,,True,
FL,Tampa Zip Market,33609,53.26,0.4330708661417323,127,55.0,127.0,127.0,809000.0,65.0,58.0,$433k-$550k,,True,
FL,Miami Zip Market,33193,61.93,0.35714285714285715,126,45.0,126.0,126.0,370000.0,62.0,22.0,$198k-$418k,,True,
FL,Fort Myers Zip Market,33967,63.67,0.4,125,50.0,125.0,125.0,398000.0,79.0,46.0,$213k-$450k,,True,
FL,Boynton Beach Zip Market,33472,64.24,0.43548387096774194,124,54.0,124.0,124.0,369000.0,80.0,34.0,$197k-$417k,,True,
FL,Orlando Zip Market,32836,46.2,0.3790322580645161,124,47.0,124.0,124.0,1152500.0,81.0,34.0,$617k-$550k,,True,
FL,New Port Richey Zip Market,34654,60.41,0.2926829268292683,123,36.0,123.0,123.0,337500.0,65.0,58.0,$181k-$381k,,True,
FL,Miami Zip Market,33126,60.05,0.34959349593495936,123,43.0,123.0,123.0,295450.0,73.0,30.0,$158k-$334k,,True,
FL,Sarasota Zip Market,34234,54.98,0.27049180327868855,122,33.0,122.0,122.0,459623.0,82.0,40.0,$246k-$519k,,True,
FL,Orange Park Zip Market,32073,73.78,0.512396694214876,121,62.0,121.0,121.0,334999.0,51.0,62.0,$179k-$379k,,True,
FL,Miami Zip Market,33125,46.95,0.18333333333333332,120,22.0,120.0,120.0,516703.0,75.0,18.0,$276k-$550k,,True,
FL,Islamorada Zip Market,33036,32.15,0.175,120,21.0,120.0,120.0,2537250.0,123.0,18.0,"$1,357k-$550k",,True,
FL,Fort Myers Zip Market,33966,55.93,0.2857142857142857,119,34.0,119.0,119.0,312500.0,87.0,42.0,$167k-$353k,,True,
FL,Miami Zip Market,33175,49.08,0.3865546218487395,119,46.0,119.0,119.0,875000.0,58.0,24.0,$468k-$550k,,True,
FL,Miami Zip Market,33155,43.38,0.3135593220338983,118,37.0,118.0,118.0,779250.0,66.0,26.0,$417k-$550k,,True,
FL,Jacksonville Zip Market,32206,60.8,0.29914529914529914,117,35.0,117.0,117.0,189968.0,61.0,54.0,$130k-$215k,,True,
FL,Riverview Zip Market,33569,69.89,0.43103448275862066,116,50.0,116.0,116.0,435975.0,52.0,58.0,$233k-$493k,,True,
FL,Longwood Zip Market,32779,67.05,0.45689655172413796,116,53.0,116.0,116.0,538875.0,52.0,58.0,$288k-$550k,,True,
FL,Miami Zip Market,33183,66.34,0.45689655172413796,116,53.0,116.0,116.0,372000.0,64.0,26.0,$199k-$420k,,True,
FL,Altamonte Springs Zip Market,32701,62.12,0.33620689655172414,116,39.0,116.0,116.0,217700.0,66.0,58.0,$130k-$246k,,True,
FL,Pompano Beach Zip Market,33067,52.69,0.3879310344827586,116,45.0,116.0,116.0,793450.0,48.0,48.0,$424k-$550k,,True,
FL,Tampa Zip Market,33603,62.85,0.3739130434782609,115,43.0,115.0,115.0,489900.0,64.0,58.0,$262k-$550k,,True,
FL,Orlando Zip Market,32806,65.93,0.45614035087719296,114,52.0,114.0,114.0,512250.0,63.0,58.0,$274k-$550k,,True,
FL,Tampa Zip Market,33619,64.07,0.34210526315789475,114,39.0,114.0,114.0,353749.0,57.0,58.0,$189k-$400k,,True,
FL,Fort Lauderdale Zip Market,33325,47.87,0.3157894736842105,114,36.0,114.0,114.0,674250.0,69.0,30.0,$361k-$550k,,True,
FL,Summerland Key Zip Market,33042,34.13,0.20353982300884957,113,23.0,113.0,113.0,1359500.0,96.0,26.0,$727k-$550k,,True,
FL,Jacksonville Zip Market,32258,74.78,0.5535714285714286,112,62.0,112.0,112.0,374925.0,45.0,58.0,$201k-$424k,,True,
FL,Land O Lakes Zip Market,34637,57.42,0.25,112,28.0,112.0,112.0,449975.0,61.0,48.0,$241k-$508k,,True,
FL,Orlando Zip Market,32825,74.48,0.6036036036036037,111,67.0,111.0,111.0,425000.0,49.0,46.0,$227k-$480k,,True,
FL,Tampa Zip Market,33606,46.27,0.38738738738738737,111,43.0,111.0,111.0,1296975.0,78.0,38.0,$694k-$550k,,True,
FL,Clearwater Zip Market,33761,62.05,0.36363636363636365,110,40.0,110.0,110.0,257500.0,65.0,38.0,$138k-$291k,,True,
FL,Spring Hill Zip Market,34607,51.57,0.2727272727272727,110,30.0,110.0,110.0,511000.0,83.0,38.0,$273k-$550k,,True,
FL,Osprey Zip Market,34229,35.83,0.24545454545454545,110,27.0,110.0,110.0,746500.0,104.0,30.0,$399k-$550k,,True,
FL,Orlando Zip Market,32812,70.21,0.5277777777777778,108,57.0,108.0,108.0,324500.0,64.0,54.0,$174k-$367k,,True,
FL,Largo Zip Market,33774,65.92,0.4537037037037037,108,49.0,108.0,108.0,354975.0,72.0,48.0,$190k-$401k,,True,
FL,Tampa Zip Market,33614,65.85,0.4351851851851852,108,47.0,108.0,108.0,415750.0,70.0,54.0,$222k-$470k,,True,
FL,Miami Zip Market,33173,57.26,0.32407407407407407,108,35.0,108.0,108.0,397498.0,75.0,32.0,$213k-$449k,,True,
FL,Miami Zip Market,33167,46.61,0.19626168224299065,107,21.0,107.0,107.0,532625.0,73.0,24.0,$285k-$550k,,True,
FL,Fort Lauderdale Zip Market,33331,40.23,0.2897196261682243,107,31.0,107.0,107.0,1191250.0,73.0,26.0,$637k-$550k,,True,
FL,Sanford Zip Market,32773,72.77,0.5754716981132075,106,61.0,106.0,106.0,327423.0,55.0,48.0,$175k-$370k,,True,
FL,Maitland Zip Market,32751,62.87,0.4056603773584906,106,43.0,106.0,106.0,531725.0,57.0,52.0,$284k-$550k,,True,
FL,Saint Cloud Zip Market,34773,62.43,0.4339622641509434,106,46.0,106.0,106.0,400000.0,82.0,34.0,$214k-$452k,,True,
FL,Fort Lauderdale Zip Market,33328,60.72,0.42452830188679247,106,45.0,106.0,106.0,561250.0,56.0,30.0,$300k-$550k,,True,
FL,Saint Petersburg Zip Market,33712,55.53,0.24528301886792453,106,26.0,106.0,106.0,438500.0,67.0,48.0,$235k-$496k,,True,
FL,Boca Raton Zip Market,33486,44.28,0.29245283018867924,106,31.0,106.0,106.0,762500.0,57.0,38.0,$408k-$550k,,True,
FL,Tavernier Zip Market,33070,32.38,0.19811320754716982,106,21.0,106.0,106.0,845000.0,98.0,20.0,$452k-$550k,,True,
FL,Largo Zip Market,33770,59.73,0.3238095238095238,105,34.0,105.0,105.0,407445.0,67.0,52.0,$218k-$460k,,True,
FL,Zephyrhills Zip Market,33542,53.59,0.25,104,26.0,104.0,104.0,272500.0,72.0,34.0,$146k-$308k,,True,
FL,Seminole Zip Market,33772,68.06,0.4854368932038835,103,50.0,103.0,103.0,374975.0,63.0,44.0,$201k-$424k,,True,
FL,Tampa Zip Market,33618,67.1,0.42718446601941745,103,44.0,103.0,103.0,337375.0,55.0,46.0,$180k-$381k,,True,
FL,Tampa Zip Market,33626,64.28,0.39805825242718446,103,41.0,103.0,103.0,490938.0,51.0,42.0,$263k-$550k,,True,
FL,Miami Zip Market,33172,58.91,0.39805825242718446,103,41.0,103.0,103.0,320000.0,77.0,18.0,$171k-$362k,,True,
FL,Kissimmee Zip Market,34743,65.26,0.4411764705882353,102,45.0,102.0,102.0,344875.0,63.0,34.0,$185k-$390k,,True,
FL,Jacksonville Zip Market,32221,71.94,0.5445544554455446,101,55.0,101.0,101.0,329923.0,51.0,44.0,$177k-$373k,,True,
FL,Pinellas Park Zip Market,33782,64.9,0.45,100,45.0,100.0,100.0,315888.0,70.0,42.0,$169k-$357k,,True,
FL,Tampa Zip Market,33624,72.12,0.5353535353535354,99,53.0,99.0,99.0,448500.0,46.0,46.0,$240k-$507k,,True,
FL,Miami Zip Market,33170,50.01,0.36363636363636365,99,36.0,99.0,99.0,603750.0,74.0,16.0,$323k-$550k,,True,
FL,Pompano Beach Zip Market,33073,63.36,0.3917525773195876,97,38.0,97.0,97.0,496498.0,49.0,40.0,$266k-$550k,,True,
FL,Fort Lauderdale Zip Market,33327,46.51,0.35051546391752575,97,34.0,97.0,97.0,1099750.0,53.0,30.0,$588k-$550k,,True,
FL,Miami Zip Market,33147,66.15,0.5625,96,54.0,96.0,96.0,499500.0,55.0,18.0,$267k-$550k,,True,
FL,Seminole Zip Market,33777,63.12,0.3958333333333333,96,38.0,96.0,96.0,322450.0,63.0,42.0,$173k-$364k,,True,
FL,Hialeah Zip Market,33016,62.76,0.3645833333333333,96,35.0,96.0,96.0,309875.0,49.0,28.0,$166k-$350k,,True,
FL,Fort Lauderdale Zip Market,33314,55.05,0.3333333333333333,96,32.0,96.0,96.0,389375.0,85.0,28.0,$208k-$440k,,True,
FL,North Port Zip Market,34291,49.14,0.21875,96,21.0,96.0,96.0,378072.0,81.0,24.0,$202k-$427k,,True,
FL,Valrico Zip Market,33594,72.32,0.5894736842105263,95,56.0,95.0,95.0,459450.0,54.0,62.0,$246k-$519k,,True,
FL,Tampa Zip Market,33607,58.99,0.35789473684210527,95,34.0,95.0,95.0,447500.0,76.0,44.0,$239k-$506k,,True,
FL,Debary Zip Market,32713,72.07,0.6808510638297872,94,64.0,94.0,94.0,419450.0,57.0,38.0,$224k-$474k,,True,
