State,County,ZIP,ZIP Score,Pending Ratio,Active Listing Count,Pending Listing Count,Estimated Population,Estimated Lead Volume,Median Listing Price,Median Days on Market,Price Decrease Count,Recommended Home Value Range,Last Used Date,Eligible Based on Cooldown,Manual Review Flag
AL,Equality Zip Market,36026,23.04,0.5384615384615384,13,7.0,13.0,13.0,1690000.0,123.0,0.0,$887k-$350k,,True,
AL,New Hope Zip Market,35760,43.52,1.25,12,15.0,12.0,12.0,377325.0,61.0,6.0,$198k-$350k,,True,
AL,Tanner Zip Market,35671,41.9,0.5,12,6.0,12.0,12.0,316375.0,42.0,0.0,$166k-$350k,,True,
FL,North Miami Beach Zip Market,33160,56.18,0.0897936419408812,1793,161.0,1793.0,1793.0,601000.0,105.0,200.0,$322k-$550k,,True,
FL,Kissimmee Zip Market,34747,63.79,0.15538194444444445,1152,179.0,1152.0,1152.0,459900.0,102.0,298.0,$246k-$520k,,True,
FL,Hallandale Zip Market,33009,63.41,0.11131386861313869,1096,122.0,1096.0,1096.0,320000.0,100.0,200.0,$171k-$362k,,True,
FL,Miami Beach Zip Market,33139,60.43,0.15455475946775846,977,151.0,977.0,977.0,525000.0,108.0,146.0,$281k-$550k,,True,
FL,Miami Zip Market,33180,61.03,0.12026726057906459,898,108.0,898.0,898.0,498625.0,100.0,130.0,$267k-$550k,,True,
FL,Miami Zip Market,33131,47.32,0.07424593967517401,862,64.0,862.0,862.0,807500.0,99.0,104.0,$432k-$550k,,True,
FL,Kissimmee Zip Market,34746,67.79,0.24129651860744297,833,201.0,833.0,833.0,399000.0,89.0,206.0,$213k-$451k,,True,
FL,Fort Myers Zip Market,33908,64.14,0.1618421052631579,760,123.0,760.0,760.0,369900.0,104.0,204.0,$198k-$418k,,True,
FL,Cape Coral Zip Market,33993,71.38,0.28897849462365593,744,215.0,744.0,744.0,409998.0,79.0,252.0,$219k-$463k,,True,
FL,Miami Zip Market,33132,54.03,0.09324324324324325,740,69.0,740.0,740.0,639000.0,100.0,120.0,$342k-$550k,,True,
FL,Winter Garden Zip Market,34787,79.07,0.5375191424196019,653,351.0,653.0,653.0,594500.0,61.0,284.0,$318k-$550k,,True,
FL,Fort Lauderdale Zip Market,33319,62.49,0.2037037037037037,648,132.0,648.0,648.0,153200.0,100.0,124.0,$130k-$173k,,True,
FL,Hollywood Zip Market,33019,55.12,0.11574074074074074,648,75.0,648.0,648.0,619000.0,97.0,112.0,$331k-$550k,,True,
FL,Pompano Beach Zip Market,33062,58.65,0.1794071762870515,641,115.0,641.0,641.0,570000.0,99.0,118.0,$305k-$550k,,True,
FL,Cape Coral Zip Market,33914,62.97,0.24459234608985025,601,147.0,601.0,601.0,550000.0,92.0,212.0,$294k-$550k,,True,
FL,Fort Lauderdale Zip Market,33308,60.15,0.17123287671232876,584,100.0,584.0,584.0,547000.0,86.0,108.0,$293k-$550k,,True,
FL,Miami Zip Market,33137,46.57,0.1048951048951049,572,60.0,572.0,572.0,796000.0,103.0,78.0,$426k-$550k,,True,
FL,Miami Beach Zip Market,33141,58.09,0.16049382716049382,567,91.0,567.0,567.0,536972.0,100.0,62.0,$287k-$550k,,True,
FL,Miami Zip Market,33130,53.77,0.08955223880597014,536,48.0,536.0,536.0,625000.0,104.0,94.0,$334k-$550k,,True,
FL,Miami Beach Zip Market,33140,46.59,0.1294559099437148,533,69.0,533.0,533.0,780975.0,97.0,66.0,$418k-$550k,,True,
FL,Fernandina Beach Zip Market,32034,58.31,0.32064128256513025,499,160.0,499.0,499.0,710995.0,72.0,156.0,$380k-$550k,,True,
FL,Fort Lauderdale Zip Market,33313,60.32,0.18016194331983806,494,89.0,494.0,494.0,138450.0,92.0,108.0,$130k-$156k,,True,
FL,Fort Lauderdale Zip Market,33304,47.2,0.10245901639344263,488,50.0,488.0,488.0,773500.0,90.0,84.0,$414k-$550k,,True,
FL,Venice Zip Market,34293,80.5,0.45790554414784396,487,223.0,487.0,487.0,386000.0,72.0,144.0,$207k-$436k,,True,
FL,Cape Coral Zip Market,33904,68.6,0.2546583850931677,483,123.0,483.0,483.0,418500.0,81.0,162.0,$224k-$473k,,True,
FL,Lehigh Acres Zip Market,33974,67.76,0.24358974358974358,468,114.0,468.0,468.0,326000.0,83.0,150.0,$174k-$368k,,True,
FL,Fort Myers Beach Zip Market,33931,46.24,0.09190371991247265,457,42.0,457.0,457.0,731900.0,109.0,90.0,$392k-$550k,,True,
FL,Fort Myers Zip Market,33913,69.27,0.3008849557522124,452,136.0,452.0,452.0,475625.0,86.0,136.0,$254k-$537k,,True,
FL,Cape Coral Zip Market,33909,77.19,0.4004474272930649,447,179.0,447.0,447.0,345000.0,77.0,198.0,$185k-$390k,,True,
FL,Miami Beach Zip Market,33154,44.65,0.16856492027334852,439,74.0,439.0,439.0,1750000.0,101.0,32.0,$936k-$550k,,True,
FL,Deerfield Beach Zip Market,33442,64.23,0.2557603686635945,434,111.0,434.0,434.0,141725.0,84.0,112.0,$130k-$160k,,True,
FL,Miami Zip Market,33179,63.13,0.1774193548387097,434,77.0,434.0,434.0,240250.0,91.0,76.0,$130k-$271k,,True,
FL,Fort Lauderdale Zip Market,33322,64.0,0.2638888888888889,432,114.0,432.0,432.0,139639.0,87.0,106.0,$130k-$158k,,True,
FL,Hollywood Zip Market,33027,67.69,0.2331002331002331,429,100.0,429.0,429.0,267450.0,76.0,130.0,$143k-$302k,,True,
FL,Lake Worth Zip Market,33467,77.68,0.39344262295081966,427,168.0,427.0,427.0,301860.0,67.0,122.0,$161k-$341k,,True,
FL,Fort Lauderdale Zip Market,33321,74.6,0.38967136150234744,426,166.0,426.0,426.0,211175.0,86.0,96.0,$130k-$239k,,True,
FL,Saint Petersburg Zip Market,33706,55.68,0.17370892018779344,426,74.0,426.0,426.0,622000.0,99.0,128.0,$333k-$550k,,True,
FL,Pompano Beach Zip Market,33064,66.95,0.25707547169811323,424,109.0,424.0,424.0,376250.0,90.0,104.0,$201k-$425k,,True,
FL,Pompano Beach Zip Market,33063,65.3,0.23222748815165878,422,98.0,422.0,422.0,169950.0,86.0,112.0,$130k-$192k,,True,
FL,Fort Myers Zip Market,33919,65.23,0.2278177458033573,417,95.0,417.0,417.0,249800.0,97.0,118.0,$134k-$282k,,True,
FL,West Palm Beach Zip Market,33411,76.79,0.3894230769230769,416,162.0,416.0,416.0,435750.0,71.0,130.0,$233k-$492k,,True,
FL,Delray Beach Zip Market,33446,74.35,0.3566265060240964,415,148.0,415.0,415.0,199000.0,74.0,118.0,$130k-$225k,,True,
FL,Port Charlotte Zip Market,33981,62.58,0.20240963855421687,415,84.0,415.0,415.0,496300.0,93.0,146.0,$266k-$550k,,True,
FL,Lehigh Acres Zip Market,33971,71.59,0.3220338983050847,413,133.0,413.0,413.0,329575.0,81.0,158.0,$176k-$372k,,True,
FL,Kissimmee Zip Market,34759,75.62,0.39753086419753086,405,161.0,405.0,405.0,289900.0,79.0,116.0,$155k-$328k,,True,
FL,Punta Gorda Zip Market,33950,64.46,0.22277227722772278,404,90.0,404.0,404.0,431000.0,96.0,88.0,$231k-$487k,,True,
FL,Homestead Zip Market,33033,71.38,0.3566084788029925,401,143.0,401.0,401.0,459450.0,86.0,72.0,$246k-$519k,,True,
FL,Boynton Beach Zip Market,33435,62.65,0.1725,400,69.0,400.0,400.0,265000.0,96.0,92.0,$142k-$299k,,True,
FL,Wellington Zip Market,33414,54.27,0.295,400,118.0,400.0,400.0,828250.0,81.0,90.0,$443k-$550k,,True,
FL,Sarasota Zip Market,34236,59.8,0.4659949622166247,397,185.0,397.0,397.0,1795000.0,127.0,52.0,$960k-$550k,,True,
FL,Hollywood Zip Market,33020,61.18,0.12436548223350254,394,49.0,394.0,394.0,399900.0,94.0,76.0,$214k-$452k,,True,
FL,Delray Beach Zip Market,33484,69.39,0.2748091603053435,393,108.0,393.0,393.0,189000.0,73.0,106.0,$130k-$214k,,True,
FL,Saint Augustine Zip Market,32092,87.37,0.7979539641943734,391,312.0,391.0,391.0,507475.0,52.0,166.0,$271k-$550k,,True,
FL,Hollywood Zip Market,33021,63.4,0.20103092783505155,388,78.0,388.0,388.0,320000.0,91.0,80.0,$171k-$362k,,True,
FL,Saint Cloud Zip Market,34771,83.62,0.6276041666666666,384,241.0,384.0,384.0,475248.0,68.0,162.0,$254k-$537k,,True,
FL,New Port Richey Zip Market,34652,65.13,0.20052083333333334,384,77.0,384.0,384.0,266000.0,82.0,158.0,$142k-$301k,,True,
FL,Saint Augustine Zip Market,32080,59.4,0.22163588390501318,379,84.0,379.0,379.0,593750.0,77.0,100.0,$318k-$550k,,True,
FL,West Palm Beach Zip Market,33417,58.94,0.16666666666666666,378,63.0,378.0,378.0,129974.0,81.0,96.0,$130k-$147k,,True,
FL,Saint Petersburg Zip Market,33708,53.83,0.16,375,60.0,375.0,375.0,632250.0,102.0,110.0,$338k-$550k,,True,
FL,Estero Zip Market,33928,67.32,0.3602150537634409,372,134.0,372.0,372.0,566350.0,82.0,92.0,$303k-$550k,,True,
FL,Homestead Zip Market,33032,66.76,0.24324324324324326,370,90.0,370.0,370.0,463500.0,72.0,92.0,$248k-$524k,,True,
FL,Clearwater Beach Zip Market,33767,46.87,0.17391304347826086,368,64.0,368.0,368.0,847250.0,106.0,90.0,$453k-$550k,,True,
FL,Hudson Zip Market,34667,67.1,0.24383561643835616,365,89.0,365.0,365.0,342350.0,79.0,146.0,$183k-$387k,,True,
FL,Boynton Beach Zip Market,33437,73.53,0.34065934065934067,364,124.0,364.0,364.0,377250.0,69.0,122.0,$202k-$426k,,True,
FL,Fort Lauderdale Zip Market,33311,69.05,0.2857142857142857,364,104.0,364.0,364.0,390000.0,77.0,98.0,$209k-$441k,,True,
FL,Parrish Zip Market,34219,88.4,1.044077134986226,363,379.0,363.0,363.0,437446.0,67.0,184.0,$234k-$494k,,True,
FL,Leesburg Zip Market,34748,69.87,0.2727272727272727,363,99.0,363.0,363.0,312500.0,69.0,130.0,$167k-$353k,,True,
FL,Sanibel Zip Market,33957,42.81,0.13573407202216067,361,49.0,361.0,361.0,960000.0,141.0,36.0,$514k-$550k,,True,
FL,Sun City Center Zip Market,33573,72.24,0.30726256983240224,358,110.0,358.0,358.0,283500.0,67.0,172.0,$152k-$320k,,True,
FL,Palm Beach Gardens Zip Market,33418,59.84,0.37183098591549296,355,132.0,355.0,355.0,814900.0,71.0,112.0,$436k-$550k,,True,
FL,Fort Lauderdale Zip Market,33301,45.56,0.15819209039548024,354,56.0,354.0,354.0,1295000.0,99.0,62.0,$693k-$550k,,True,
FL,Saint Johns Zip Market,32259,80.8,0.6580459770114943,348,229.0,348.0,348.0,599125.0,54.0,194.0,$321k-$550k,,True,
FL,Bradenton Zip Market,34211,79.59,0.7959770114942529,348,277.0,348.0,348.0,592500.0,68.0,120.0,$317k-$550k,,True,
FL,Sarasota Zip Market,34242,45.35,0.16954022988505746,348,59.0,348.0,348.0,1108750.0,117.0,62.0,$593k-$550k,,True,
FL,Boca Raton Zip Market,33432,47.38,0.19020172910662825,347,66.0,347.0,347.0,1359750.0,85.0,66.0,$727k-$550k,,True,
FL,Palm Beach Zip Market,33480,44.72,0.19596541786743515,347,68.0,347.0,347.0,1772500.0,116.0,42.0,$948k-$550k,,True,
FL,West Palm Beach Zip Market,33404,51.97,0.17681159420289855,345,61.0,345.0,345.0,645500.0,89.0,50.0,$345k-$550k,,True,
FL,Saint Augustine Zip Market,32084,74.28,0.3673469387755102,343,126.0,343.0,343.0,419500.0,73.0,126.0,$224k-$474k,,True,
FL,West Palm Beach Zip Market,33401,59.89,0.2653061224489796,343,91.0,343.0,343.0,550000.0,96.0,58.0,$294k-$550k,,True,
FL,Miami Zip Market,33178,61.04,0.2344213649851632,337,79.0,337.0,337.0,558750.0,67.0,56.0,$299k-$550k,,True,
FL,Clermont Zip Market,34711,72.54,0.3303303303303303,333,110.0,333.0,333.0,499945.0,58.0,166.0,$267k-$550k,,True,
FL,Apollo Beach Zip Market,33572,72.1,0.3716012084592145,331,123.0,331.0,331.0,513725.0,71.0,166.0,$275k-$550k,,True,
FL,Port Charlotte Zip Market,33952,73.03,0.3803680981595092,326,124.0,326.0,326.0,239996.0,86.0,116.0,$130k-$271k,,True,
FL,Palmetto Zip Market,34221,80.0,0.490625,320,157.0,320.0,320.0,417500.0,72.0,144.0,$223k-$472k,,True,
FL,Loxahatchee Zip Market,33470,58.07,0.3553459119496855,318,113.0,318.0,318.0,795000.0,75.0,132.0,$425k-$550k,,True,
FL,Key West Zip Market,33040,45.78,0.20754716981132076,318,66.0,318.0,318.0,1226000.0,101.0,52.0,$656k-$550k,,True,
FL,Lehigh Acres Zip Market,33972,63.97,0.22151898734177214,316,70.0,316.0,316.0,358500.0,81.0,76.0,$192k-$405k,,True,
FL,Longboat Key Zip Market,34228,47.71,0.23492063492063492,315,74.0,315.0,315.0,1095000.0,122.0,74.0,$586k-$550k,,True,
FL,Fort Lauderdale Zip Market,33316,44.03,0.11464968152866242,314,36.0,314.0,314.0,927500.0,104.0,64.0,$496k-$550k,,True,
FL,Pompano Beach Zip Market,33069,64.58,0.23322683706070288,313,73.0,313.0,313.0,259925.0,79.0,74.0,$139k-$294k,,True,
FL,North Palm Beach Zip Market,33408,58.52,0.43086816720257237,311,134.0,311.0,311.0,796000.0,95.0,68.0,$426k-$550k,,True,
FL,Hollywood Zip Market,33025,65.92,0.2806451612903226,310,87.0,310.0,310.0,281500.0,83.0,60.0,$151k-$318k,,True,
FL,Boca Raton Zip Market,33433,75.83,0.37216828478964403,309,115.0,309.0,309.0,417000.0,60.0,98.0,$223k-$471k,,True,
FL,Bradenton Zip Market,34209,66.16,0.26384364820846906,307,81.0,307.0,307.0,409900.0,82.0,104.0,$219k-$463k,,True,
FL,Port Richey Zip Market,34668,75.11,0.3790849673202614,306,116.0,306.0,306.0,259900.0,68.0,146.0,$139k-$294k,,True,
FL,Saint Cloud Zip Market,34772,77.44,0.4214046822742475,299,126.0,299.0,299.0,419950.0,65.0,124.0,$225k-$475k,,True,
FL,Cape Coral Zip Market,33991,71.48,0.3612040133779264,299,108.0,299.0,299.0,489475.0,73.0,138.0,$262k-$550k,,True,
FL,Miami Zip Market,33133,48.99,0.26174496644295303,298,78.0,298.0,298.0,2100000.0,81.0,48.0,"$1,124k-$550k",,True,
FL,Saint Petersburg Zip Market,33707,68.96,0.31186440677966104,295,92.0,295.0,295.0,402475.0,78.0,98.0,$215k-$455k,,True,
FL,Sarasota Zip Market,34231,77.16,0.5068493150684932,292,148.0,292.0,292.0,449925.0,92.0,96.0,$241k-$508k,,True,
FL,Lehigh Acres Zip Market,33976,69.62,0.31141868512110726,289,90.0,289.0,289.0,339995.0,75.0,118.0,$182k-$384k,,True,
FL,Miami Zip Market,33156,47.82,0.22807017543859648,285,65.0,285.0,285.0,2942500.0,78.0,52.0,"$1,574k-$550k",,True,
FL,Miami Zip Market,33181,58.35,0.13380281690140844,284,38.0,284.0,284.0,322500.0,83.0,38.0,$173k-$364k,,True,
FL,Kissimmee Zip Market,34744,68.31,0.29328621908127206,283,83.0,283.0,283.0,425884.0,75.0,100.0,$228k-$481k,,True,
FL,North Fort Myers Zip Market,33917,65.05,0.254416961130742,283,72.0,283.0,283.0,327024.0,81.0,82.0,$175k-$370k,,True,
FL,Boca Raton Zip Market,33487,48.83,0.26501766784452296,283,75.0,283.0,283.0,864500.0,86.0,54.0,$463k-$550k,,True,
FL,Englewood Zip Market,34223,66.43,0.3191489361702128,282,90.0,282.0,282.0,475850.0,92.0,92.0,$255k-$538k,,True,
FL,Riverview Zip Market,33579,69.11,0.2642857142857143,280,74.0,280.0,280.0,424975.0,61.0,116.0,$227k-$480k,,True,
FL,Punta Gorda Zip Market,33955,68.28,0.3607142857142857,280,101.0,280.0,280.0,368250.0,87.0,42.0,$197k-$416k,,True,
FL,Tampa Zip Market,33647,73.99,0.3727598566308244,279,104.0,279.0,279.0,477225.0,64.0,170.0,$255k-$539k,,True,
FL,Fort Myers Zip Market,33905,66.63,0.26811594202898553,276,74.0,276.0,276.0,377498.0,73.0,86.0,$202k-$427k,,True,
FL,Fort Lauderdale Zip Market,33324,73.41,0.38686131386861317,274,106.0,274.0,274.0,315973.0,68.0,70.0,$169k-$357k,,True,
FL,Key Largo Zip Market,33037,46.45,0.21691176470588236,272,59.0,272.0,272.0,1200000.0,94.0,72.0,$642k-$550k,,True,
FL,Homestead Zip Market,33035,61.59,0.21481481481481482,270,58.0,270.0,270.0,345000.0,74.0,42.0,$185k-$390k,,True,
FL,Spring Hill Zip Market,34609,79.86,0.4795539033457249,269,129.0,269.0,269.0,354950.0,62.0,126.0,$190k-$401k,,True,
FL,Wesley Chapel Zip Market,33543,74.55,0.3619402985074627,268,97.0,268.0,268.0,432597.0,60.0,122.0,$231k-$489k,,True,
FL,Labelle Zip Market,33935,59.66,0.16791044776119404,268,45.0,268.0,268.0,327125.0,87.0,60.0,$175k-$370k,,True,
FL,Sarasota Zip Market,34238,68.34,0.30451127819548873,266,81.0,266.0,266.0,432500.0,74.0,96.0,$231k-$489k,,True,
FL,Titusville Zip Market,32780,72.09,0.3622641509433962,265,96.0,265.0,265.0,290950.0,70.0,90.0,$156k-$329k,,True,
FL,Boynton Beach Zip Market,33436,72.87,0.4128787878787879,264,109.0,264.0,264.0,404999.0,78.0,72.0,$217k-$458k,,True,
FL,Riverview Zip Market,33578,70.08,0.2965779467680608,263,78.0,263.0,263.0,349473.0,64.0,130.0,$187k-$395k,,True,
FL,Pompano Beach Zip Market,33066,65.16,0.2813688212927757,263,74.0,263.0,263.0,212750.0,79.0,60.0,$130k-$240k,,True,
FL,Lehigh Acres Zip Market,33936,65.04,0.2661596958174905,263,70.0,263.0,263.0,247475.0,79.0,78.0,$132k-$280k,,True,
FL,Green Cove Springs Zip Market,32043,84.46,0.6076923076923076,260,158.0,260.0,260.0,367450.0,53.0,110.0,$197k-$415k,,True,
FL,Bradenton Zip Market,34210,64.86,0.28185328185328185,259,73.0,259.0,259.0,304281.0,94.0,86.0,$163k-$344k,,True,
FL,Coral Springs Zip Market,33065,66.84,0.29961089494163423,257,77.0,257.0,257.0,229625.0,75.0,66.0,$130k-$259k,,True,
FL,Deland Zip Market,32724,77.68,0.41796875,256,107.0,256.0,256.0,387495.0,57.0,118.0,$207k-$438k,,True,
FL,Jacksonville Zip Market,32218,87.81,0.807843137254902,255,206.0,255.0,255.0,319950.0,47.0,122.0,$171k-$362k,,True,
FL,Marathon Zip Market,33050,42.5,0.14901960784313725,255,38.0,255.0,255.0,1141750.0,111.0,56.0,$611k-$550k,,True,
FL,Sanford Zip Market,32771,75.66,0.38976377952755903,254,99.0,254.0,254.0,384500.0,60.0,116.0,$206k-$434k,,True,
FL,Boca Raton Zip Market,33434,75.28,0.4880952380952381,252,123.0,252.0,252.0,164750.0,73.0,70.0,$130k-$186k,,True,
FL,Saint Petersburg Zip Market,33703,69.5,0.35714285714285715,252,90.0,252.0,252.0,485000.0,73.0,88.0,$259k-$548k,,True,
FL,Orlando Zip Market,32835,61.41,0.1626984126984127,252,41.0,252.0,252.0,250000.0,75.0,82.0,$134k-$282k,,True,
FL,Delray Beach Zip Market,33445,66.15,0.292,250,73.0,250.0,250.0,272500.0,76.0,66.0,$146k-$308k,,True,
FL,Saint Petersburg Zip Market,33715,56.45,0.124,250,31.0,250.0,250.0,491250.0,108.0,88.0,$263k-$550k,,True,
FL,Dunedin Zip Market,34698,68.58,0.3092369477911647,249,77.0,249.0,249.0,407250.0,74.0,122.0,$218k-$460k,,True,
FL,Jacksonville Zip Market,32256,77.46,0.4314516129032258,248,107.0,248.0,248.0,292750.0,60.0,110.0,$157k-$331k,,True,
FL,Fort Lauderdale Zip Market,33309,67.9,0.35080645161290325,248,87.0,248.0,248.0,299000.0,86.0,60.0,$160k-$338k,,True,
FL,Middleburg Zip Market,32068,81.0,0.4898785425101215,247,121.0,247.0,247.0,368100.0,56.0,136.0,$197k-$416k,,True,
FL,Miami Zip Market,33157,52.35,0.3346938775510204,245,82.0,245.0,245.0,744925.0,76.0,48.0,$399k-$550k,,True,
FL,Miami Zip Market,33138,43.69,0.20816326530612245,245,51.0,245.0,245.0,799000.0,83.0,34.0,$427k-$550k,,True,
FL,Jacksonville Zip Market,32210,73.42,0.3760330578512397,242,91.0,242.0,242.0,237000.0,67.0,128.0,$130k-$268k,,True,
FL,Mount Dora Zip Market,32757,69.86,0.35537190082644626,242,86.0,242.0,242.0,470100.0,75.0,110.0,$252k-$531k,,True,
FL,Windermere Zip Market,34786,57.66,0.3900414937759336,241,94.0,241.0,241.0,1200000.0,68.0,68.0,$642k-$550k,,True,
FL,Fort Lauderdale Zip Market,33312,60.77,0.35294117647058826,238,84.0,238.0,238.0,646500.0,76.0,76.0,$346k-$550k,,True,
FL,New Port Richey Zip Market,34655,77.31,0.4092827004219409,237,97.0,237.0,237.0,369500.0,53.0,108.0,$198k-$418k,,True,
FL,Jupiter Zip Market,33477,43.95,0.22784810126582278,237,54.0,237.0,237.0,825000.0,94.0,38.0,$441k-$550k,,True,
FL,Kissimmee Zip Market,34741,60.93,0.2170212765957447,235,51.0,235.0,235.0,325000.0,85.0,66.0,$174k-$367k,,True,
FL,Bradenton Beach Zip Market,34217,41.07,0.10638297872340426,235,25.0,235.0,235.0,1393886.0,111.0,52.0,$746k-$550k,,True,
FL,Ponte Vedra Zip Market,32081,73.05,0.6965811965811965,234,163.0,234.0,234.0,672400.0,64.0,104.0,$360k-$550k,,True,
FL,Clermont Zip Market,34714,80.75,0.5536480686695279,233,129.0,233.0,233.0,450000.0,61.0,86.0,$241k-$508k,,True,
FL,Tampa Zip Market,33611,63.88,0.31759656652360513,233,74.0,233.0,233.0,579000.0,65.0,104.0,$310k-$550k,,True,
FL,Rotonda West Zip Market,33947,60.41,0.21888412017167383,233,51.0,233.0,233.0,399925.0,89.0,62.0,$214k-$452k,,True,
FL,Kissimmee Zip Market,34758,78.75,0.5301724137931034,232,123.0,232.0,232.0,329900.0,68.0,96.0,$176k-$373k,,True,
FL,Lake Worth Zip Market,33463,71.0,0.35344827586206895,232,82.0,232.0,232.0,307475.0,64.0,66.0,$164k-$347k,,True,
FL,Apopka Zip Market,32712,77.38,0.5238095238095238,231,121.0,231.0,231.0,480000.0,67.0,96.0,$257k-$542k,,True,
FL,Wesley Chapel Zip Market,33545,75.38,0.4043478260869565,230,93.0,230.0,230.0,449948.0,61.0,112.0,$241k-$508k,,True,
FL,Nokomis Zip Market,34275,72.08,0.5545851528384279,229,127.0,229.0,229.0,549900.0,88.0,76.0,$294k-$550k,,True,
FL,Bradenton Zip Market,34202,60.03,0.45414847161572053,229,104.0,229.0,229.0,759475.0,73.0,82.0,$406k-$550k,,True,
FL,Wimauma Zip Market,33598,73.13,0.45614035087719296,228,104.0,228.0,228.0,375000.0,92.0,82.0,$201k-$424k,,True,
FL,Ponte Vedra Beach Zip Market,32082,63.56,0.4342105263157895,228,99.0,228.0,228.0,946500.0,51.0,100.0,$506k-$550k,,True,
FL,Pompano Beach Zip Market,33068,62.06,0.2511013215859031,227,57.0,227.0,227.0,319750.0,80.0,54.0,$171k-$361k,,True,
FL,Saint Petersburg Zip Market,33701,44.52,0.21145374449339208,227,48.0,227.0,227.0,1250000.0,90.0,60.0,$669k-$550k,,True,
FL,West Palm Beach Zip Market,33415,68.53,0.3274336283185841,226,74.0,226.0,226.0,223700.0,68.0,72.0,$130k-$253k,,True,
FL,Homestead Zip Market,33034,68.46,0.41333333333333333,225,93.0,225.0,225.0,399800.0,94.0,40.0,$214k-$452k,,True,
FL,Venice Zip Market,34285,60.97,0.26339285714285715,224,59.0,224.0,224.0,442250.0,89.0,44.0,$237k-$500k,,True,
FL,Fort Myers Zip Market,33907,59.08,0.21973094170403587,223,49.0,223.0,223.0,179900.0,96.0,54.0,$130k-$203k,,True,
FL,Clearwater Zip Market,33756,61.29,0.21171171171171171,222,47.0,222.0,222.0,425625.0,81.0,92.0,$228k-$481k,,True,
FL,Jacksonville Zip Market,32209,65.36,0.29545454545454547,220,65.0,220.0,220.0,149500.0,60.0,68.0,$130k-$169k,,True,
FL,Port Charlotte Zip Market,33948,65.35,0.2831050228310502,219,62.0,219.0,219.0,312473.0,75.0,78.0,$167k-$353k,,True,
FL,Ruskin Zip Market,33570,71.86,0.4009216589861751,217,87.0,217.0,217.0,354945.0,75.0,78.0,$190k-$401k,,True,
FL,Fort Lauderdale Zip Market,33334,55.77,0.25,216,54.0,216.0,216.0,592000.0,75.0,52.0,$317k-$550k,,True,
FL,Deerfield Beach Zip Market,33441,61.19,0.2757009345794392,214,59.0,214.0,214.0,422000.0,88.0,40.0,$226k-$477k,,True,
FL,Hollywood Zip Market,33024,76.89,0.5117370892018779,213,109.0,213.0,213.0,477000.0,59.0,60.0,$255k-$539k,,True,
FL,Pompano Beach Zip Market,33060,66.82,0.3333333333333333,213,71.0,213.0,213.0,445375.0,68.0,42.0,$238k-$503k,,True,
FL,Lake Worth Zip Market,33461,53.45,0.215962441314554,213,46.0,213.0,213.0,119475.0,89.0,60.0,$130k-$135k,,True,
FL,North Port Zip Market,34287,65.92,0.3047619047619048,210,64.0,210.0,210.0,304950.0,74.0,70.0,$163k-$345k,,True,
FL,Lake Worth Zip Market,33462,63.79,0.3047619047619048,210,64.0,210.0,210.0,349900.0,79.0,44.0,$187k-$395k,,True,
FL,Tarpon Springs Zip Market,34689,65.91,0.28708133971291866,209,60.0,209.0,209.0,425000.0,71.0,78.0,$227k-$480k,,True,
FL,Land O Lakes Zip Market,34638,81.4,0.6490384615384616,208,135.0,208.0,208.0,417423.0,64.0,106.0,$223k-$472k,,True,
FL,Saint Augustine Zip Market,32086,69.75,0.34134615384615385,208,71.0,208.0,208.0,401245.0,66.0,84.0,$215k-$453k,,True,
FL,Tampa Zip Market,33615,64.6,0.27884615384615385,208,58.0,208.0,208.0,423750.0,75.0,76.0,$227k-$479k,,True,
FL,North Port Zip Market,34288,65.27,0.30917874396135264,207,64.0,207.0,207.0,359722.0,71.0,48.0,$192k-$406k,,True,
FL,Orlando Zip Market,32832,65.16,0.34782608695652173,207,72.0,207.0,207.0,549948.0,66.0,74.0,$294k-$550k,,True,
FL,Miami Zip Market,33161,56.26,0.2463768115942029,207,51.0,207.0,207.0,499900.0,98.0,38.0,$267k-$550k,,True,
FL,Delray Beach Zip Market,33483,49.19,0.34299516908212563,207,71.0,207.0,207.0,1396000.0,91.0,38.0,$747k-$550k,,True,
FL,Jupiter Zip Market,33458,65.84,0.6310679611650486,206,130.0,206.0,206.0,775125.0,57.0,58.0,$415k-$550k,,True,
FL,Fort Lauderdale Zip Market,33305,43.89,0.1951219512195122,205,40.0,205.0,205.0,997563.0,77.0,52.0,$534k-$550k,,True,
FL,Orlando Zip Market,32821,56.12,0.15196078431372548,204,31.0,204.0,204.0,249250.0,97.0,52.0,$133k-$282k,,True,
FL,Fort Lauderdale Zip Market,33326,55.24,0.24630541871921183,203,50.0,203.0,203.0,641750.0,66.0,72.0,$343k-$550k,,True,
FL,North Port Zip Market,34286,71.68,0.4158415841584158,202,84.0,202.0,202.0,358925.0,75.0,78.0,$192k-$406k,,True,
FL,Jacksonville Beach Zip Market,32250,51.9,0.3069306930693069,202,62.0,202.0,202.0,751500.0,72.0,108.0,$402k-$550k,,True,
FL,Odessa Zip Market,33556,61.59,0.417910447761194,201,84.0,201.0,201.0,757500.0,53.0,128.0,$405k-$550k,,True,
FL,North Fort Myers Zip Market,33903,59.58,0.215,200,43.0,200.0,200.0,310725.0,87.0,74.0,$166k-$351k,,True,
FL,Placida Zip Market,33946,43.95,0.12,200,24.0,200.0,200.0,649700.0,142.0,30.0,$348k-$550k,,True,
